clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_9_80_signer_YES_1,RIGHT YES GREAT LOOK PT_LOC NS_POSSUM PT_DEM3 WHAT NS_SALLY NO,RIGHT(0.70) YES(0.65) GREAT(0.64) LOOK(0.63) PT_LOC(0.59) NS_POSSUM(0.57) PT_DEM3(0.56) WHAT(0.56) NS_SALLY(0.53) NO(0.48),YES,False
video_9_85_signer_YES_1,YES GREAT RIGHT NS_POSSUM PT_DEM3 LOOK WHAT GO NO,YES(0.80) GREAT(0.72) RIGHT(0.65) NS_POSSUM(0.54) PT_DEM3(0.53) LOOK(0.53) WHAT(0.50) GO(0.47) NO(0.46),YES,False
video_9_86_signer_YES_1,YES LOOK GREAT PT_DEM3 RIGHT ONE WHAT WATCH NS_SALLY,YES(0.78) LOOK(0.72) GREAT(0.65) PT_DEM3(0.61) RIGHT(0.58) ONE(0.56) WHAT(0.56) WATCH(0.50) NS_SALLY(0.46),YES,False
video_9_91_signer_YES_1,NS_POSSUM YES NO WHAT VERY PT_PRO2,NS_POSSUM(0.95) YES(0.88) NO(0.65) WHAT(0.56) VERY(0.50) PT_PRO2(0.48),YES,False
video_10_28_signer_YES_1,GO YES GREAT RIGHT PT_PRO2 OKAY NS_POSSUM THANK-YOU PT_DEM3 PT_PRO3 LOOK BYE WHAT PT_LOC,GO(0.68) YES(0.67) GREAT(0.56) RIGHT(0.54) PT_PRO2(0.53) OKAY(0.51) NS_POSSUM(0.50) THANK-YOU(0.49) PT_DEM3(0.49) PT_PRO3(0.48) LOOK(0.48) BYE(0.48) WHAT(0.45) PT_LOC(0.45),YES,False
video_10_30_signer_YES_1,OKAY YES OK GREAT NS_SALLY LOOK WATCH RIGHT,OKAY(0.85) YES(0.78) OK(0.71) GREAT(0.70) NS_SALLY(0.63) LOOK(0.55) WATCH(0.54) RIGHT(0.54),YES,False
video_10_49_signer_YES_1,YES RIGHT GREAT NS_POSSUM WHAT PT_DEM3 NO PT_PRO2 WHERE LOOK,YES(0.87) RIGHT(0.75) GREAT(0.70) NS_POSSUM(0.67) WHAT(0.66) PT_DEM3(0.63) NO(0.53) PT_PRO2(0.52) WHERE(0.45) LOOK(0.45),YES,False
video_10_61_signer_YES_1,PT_POSS1 BUT PT_PRO1 THINK NS_POSSUM KNOW VERY NS_SALLY PT_PRO3 NOW HAVE GO PT_PRO2 MANY SEE CAN LOOK ALL PT_DEM3 MAKE FINISH PT_POSS2 NOT WHAT,PT_POSS1(0.78) BUT(0.69) PT_PRO1(0.67) THINK(0.63) NS_POSSUM(0.61) KNOW(0.59) VERY(0.59) NS_SALLY(0.59) PT_PRO3(0.57) NOW(0.57) HAVE(0.57) GO(0.56) PT_PRO2(0.53) MANY(0.52) SEE(0.51) CAN(0.51) LOOK(0.50) ALL(0.50) PT_DEM3(0.50) MAKE(0.50) FINISH(0.49) PT_POSS2(0.49) NOT(0.47) WHAT(0.46),YES,False
video_10_92_signer_YES_1,GREAT YES RIGHT GOOD PT_DEM3 OK WHAT NO,GREAT(0.90) YES(0.82) RIGHT(0.80) GOOD(0.70) PT_DEM3(0.62) OK(0.58) WHAT(0.55) NO(0.47),YES,False
video_11_50_signer_YES_1,RIGHT OKAY OK,RIGHT(0.72) OKAY(0.53) OK(0.49),YES,False
video_11_53_signer_YES_1,YES OKAY OK GREAT RIGHT NS_SALLY WATCH LOOK,YES(0.73) OKAY(0.73) OK(0.66) GREAT(0.64) RIGHT(0.60) NS_SALLY(0.53) WATCH(0.49) LOOK(0.47),YES,False
video_11_57_signer_YES_1,HELLO NS_POSSUM YES RIGHT LOOK NS_SALLY PT_DEM3,HELLO(0.83) NS_POSSUM(0.67) YES(0.61) RIGHT(0.53) LOOK(0.52) NS_SALLY(0.51) PT_DEM3(0.46),YES,False
video_11_60_signer_YES_1,YES RIGHT NS_POSSUM GO PT_PRO2 WHAT OKAY PT_PRO3 PT_DEM3 GREAT THANK-YOU,YES(0.71) RIGHT(0.62) NS_POSSUM(0.60) GO(0.58) PT_PRO2(0.57) WHAT(0.55) OKAY(0.55) PT_PRO3(0.50) PT_DEM3(0.50) GREAT(0.47) THANK-YOU(0.45),YES,False
video_11_71_signer_YES_1,OKAY GREAT OK RIGHT YES PT_DEM3 LOOK WHAT,OKAY(0.84) GREAT(0.77) OK(0.73) RIGHT(0.70) YES(0.69) PT_DEM3(0.60) LOOK(0.60) WHAT(0.57),YES,False
video_11_89_signer_YES_1,GREAT OKAY PT_DEM3 OK WHAT RIGHT GOOD,GREAT(0.89) OKAY(0.72) PT_DEM3(0.70) OK(0.70) WHAT(0.69) RIGHT(0.57) GOOD(0.48),YES,False
video_11_115_signer_YES_1,YES GREAT PT_PRO2 PT_DEM3 RIGHT GO WHAT CAN OKAY PT_PRO1PL PT_PRO3 OK LOOK,YES(0.68) GREAT(0.62) PT_PRO2(0.61) PT_DEM3(0.58) RIGHT(0.54) GO(0.53) WHAT(0.52) CAN(0.50) OKAY(0.50) PT_PRO1PL(0.47) PT_PRO3(0.47) OK(0.47) LOOK(0.45),YES,False
video_13_36_signer_YES_1,RIGHT YES WATCH,RIGHT(0.69) YES(0.67) WATCH(0.50),YES,False
video_13_63_signer_YES_1,GREAT PT_DEM3 OKAY WHAT YES OK,GREAT(0.81) PT_DEM3(0.55) OKAY(0.54) WHAT(0.51) YES(0.48) OK(0.45),YES,False
video_13_69_signer_YES_1,PT_DEM3 RIGHT YES SEE WATCH GREAT,PT_DEM3(0.57) RIGHT(0.54) YES(0.52) SEE(0.49) WATCH(0.46) GREAT(0.45),YES,False
video_13_78_signer_YES_1,YES GREAT RIGHT OK OKAY PT_DEM3 GOOD LOOK WHAT,YES(0.86) GREAT(0.84) RIGHT(0.75) OK(0.65) OKAY(0.55) PT_DEM3(0.55) GOOD(0.52) LOOK(0.51) WHAT(0.49),YES,False
video_13_81_signer_YES_1,OKAY YES BYE OK GREAT RIGHT NS_SALLY GO LOOK THANK-YOU,OKAY(0.70) YES(0.68) BYE(0.65) OK(0.60) GREAT(0.58) RIGHT(0.57) NS_SALLY(0.52) GO(0.52) LOOK(0.50) THANK-YOU(0.49),YES,False
video_13_109_signer_YES_1,GREAT PT_DEM3 WHAT OK OKAY RIGHT NS_SALLY YES MORE,GREAT(0.73) PT_DEM3(0.73) WHAT(0.71) OK(0.61) OKAY(0.61) RIGHT(0.56) NS_SALLY(0.55) YES(0.54) MORE(0.50),YES,False
video_13_133_signer_YES_1,YES GREAT RIGHT OK OKAY LOOK PT_DEM3 WATCH GOOD WHAT,YES(0.84) GREAT(0.83) RIGHT(0.73) OK(0.69) OKAY(0.69) LOOK(0.54) PT_DEM3(0.52) WATCH(0.48) GOOD(0.46) WHAT(0.46),YES,False
video_13_135_signer_YES_1,OKAY YES GREAT OK NS_SALLY RIGHT PT_DEM3 WHAT,OKAY(0.78) YES(0.70) GREAT(0.67) OK(0.63) NS_SALLY(0.58) RIGHT(0.58) PT_DEM3(0.49) WHAT(0.49),YES,False
video_13_149_signer_YES_1,GREAT OKAY PT_DEM3 WHAT OK RIGHT LOOK NS_SALLY YES PT_LOC,GREAT(0.73) OKAY(0.68) PT_DEM3(0.65) WHAT(0.64) OK(0.64) RIGHT(0.63) LOOK(0.62) NS_SALLY(0.56) YES(0.56) PT_LOC(0.47),YES,False
video_14_52_signer_YES_1,GREAT YES RIGHT OKAY PT_DEM3 OK WHAT LOOK GOOD,GREAT(0.76) YES(0.75) RIGHT(0.71) OKAY(0.63) PT_DEM3(0.61) OK(0.59) WHAT(0.57) LOOK(0.54) GOOD(0.45),YES,False
video_14_79_signer_YES_1,YES RIGHT NS_POSSUM OKAY BYE WHAT LOOK HELLO GREAT PT_DEM3 PT_PRO3 PT_PRO2 GO PT_LOC,YES(0.77) RIGHT(0.68) NS_POSSUM(0.58) OKAY(0.56) BYE(0.56) WHAT(0.54) LOOK(0.53) HELLO(0.53) GREAT(0.52) PT_DEM3(0.52) PT_PRO3(0.48) PT_PRO2(0.48) GO(0.47) PT_LOC(0.46),YES,False
video_14_82_signer_YES_1,OKAY RIGHT BYE LOOK OK PT_DEM3,OKAY(0.65) RIGHT(0.62) BYE(0.61) LOOK(0.49) OK(0.48) PT_DEM3(0.47),YES,False
video_15_47_signer_YES_1,YES RIGHT WATCH BYE OKAY HELLO OK,YES(0.81) RIGHT(0.68) WATCH(0.59) BYE(0.57) OKAY(0.52) HELLO(0.46) OK(0.46),YES,False
video_2_72_signer_THINK_1,RIGHT YES BYE HELLO WATCH,RIGHT(0.75) YES(0.68) BYE(0.67) HELLO(0.53) WATCH(0.46),THINK,False
video_2_88_signer_THINK_1,PT_PRO2 MAKE WHAT PT_DEM3 NOW CAN GREAT GET PT_PRO1PL PT_PRO1 NEED RIGHT YES GO NS_POSSUM,PT_PRO2(0.62) MAKE(0.62) WHAT(0.59) PT_DEM3(0.55) NOW(0.55) CAN(0.55) GREAT(0.50) GET(0.50) PT_PRO1PL(0.50) PT_PRO1(0.48) NEED(0.48) RIGHT(0.47) YES(0.47) GO(0.46) NS_POSSUM(0.45),THINK,False
video_4_15_signer_THINK_1,YES RIGHT OKAY OK,YES(0.70) RIGHT(0.66) OKAY(0.59) OK(0.49),THINK,False
video_4_25_signer_THINK_1,YES PT_PRO2 WHAT LOOK SEE NS_POSSUM PT_DEM3,YES(0.66) PT_PRO2(0.66) WHAT(0.61) LOOK(0.60) SEE(0.56) NS_POSSUM(0.54) PT_DEM3(0.53),THINK,False
video_4_26_signer_THINK_1,BYE YES WATCH RIGHT HELLO,BYE(0.78) YES(0.63) WATCH(0.62) RIGHT(0.56) HELLO(0.50),THINK,False
video_4_57_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_5_73_signer_THINK_1,YES RIGHT PT_DEM3 PT_PRO2 LOOK CAN SEE PT_LOC WHAT OKAY PT_PRO1PL GREAT,YES(0.65) RIGHT(0.61) PT_DEM3(0.60) PT_PRO2(0.58) LOOK(0.55) CAN(0.53) SEE(0.52) PT_LOC(0.48) WHAT(0.48) OKAY(0.47) PT_PRO1PL(0.46) GREAT(0.45),THINK,False
video_6_25_signer_THINK_1,YES WATCH PT_PRO1PL RIGHT LOOK OKAY,YES(0.76) WATCH(0.67) PT_PRO1PL(0.61) RIGHT(0.60) LOOK(0.50) OKAY(0.45),THINK,False
video_6_48_signer_THINK_1,WATCH GO YES PT_PRO1PL KNOW,WATCH(0.62) GO(0.62) YES(0.60) PT_PRO1PL(0.59) KNOW(0.57),THINK,False
video_6_71_signer_THINK_1,BYE OKAY OK RIGHT,BYE(0.85) OKAY(0.76) OK(0.71) RIGHT(0.69),THINK,False
video_7_46_signer_THINK_1,YES NS_POSSUM RIGHT PT_PRO3 PT_PRO2 PT_DEM3 WHAT,YES(0.66) NS_POSSUM(0.64) RIGHT(0.60) PT_PRO3(0.52) PT_PRO2(0.49) PT_DEM3(0.47) WHAT(0.46),THINK,False
video_8_30_signer_THINK_1,BYE RIGHT WATCH YES HELLO,BYE(0.80) RIGHT(0.73) WATCH(0.73) YES(0.65) HELLO(0.57),THINK,False
video_8_31_signer_THINK_1,YES RIGHT HELLO NS_POSSUM OKAY,YES(0.68) RIGHT(0.68) HELLO(0.54) NS_POSSUM(0.53) OKAY(0.45),THINK,False
video_10_93_signer_THINK_1,YES SEE PT_DEM3 LOOK WHAT RIGHT PT_PRO2 HAVE NS_POSSUM WATCH DO LOVELY CAN,YES(0.75) SEE(0.65) PT_DEM3(0.55) LOOK(0.53) WHAT(0.53) RIGHT(0.52) PT_PRO2(0.52) HAVE(0.52) NS_POSSUM(0.51) WATCH(0.50) DO(0.47) LOVELY(0.46) CAN(0.46),THINK,False
video_11_17_signer_THINK_1,WATCH BYE RIGHT YES,WATCH(0.90) BYE(0.90) RIGHT(0.56) YES(0.56),THINK,False
video_12_68_signer_THINK_1,YES WATCH SEE RIGHT PT_DEM3 PT_PRO1PL,YES(0.70) WATCH(0.61) SEE(0.57) RIGHT(0.56) PT_DEM3(0.49) PT_PRO1PL(0.46),THINK,False
video_13_45_signer_THINK_1,WATCH PT_PRO1PL YES KNOW GO,WATCH(0.91) PT_PRO1PL(0.66) YES(0.62) KNOW(0.56) GO(0.46),THINK,False
video_14_51_signer_THINK_1,YES SEE KNOW PT_DEM3 PT_PRO3 PT_PRO2 LOOK NS_POSSUM HAVE RIGHT PT_PRO1,YES(0.66) SEE(0.58) KNOW(0.55) PT_DEM3(0.52) PT_PRO3(0.51) PT_PRO2(0.50) LOOK(0.50) NS_POSSUM(0.48) HAVE(0.48) RIGHT(0.46) PT_PRO1(0.46),THINK,False
video_14_61_signer_THINK_1,BYE HELLO EVERYONE WATCH RIGHT,BYE(0.94) HELLO(0.80) EVERYONE(0.61) WATCH(0.49) RIGHT(0.47),THINK,False
video_14_92_signer_THINK_1,BYE WATCH RIGHT HELLO,BYE(0.92) WATCH(0.71) RIGHT(0.62) HELLO(0.53),THINK,False
video_16_25_signer_THINK_1,YES RIGHT WATCH LOOK PT_DEM3 GREAT,YES(0.83) RIGHT(0.68) WATCH(0.62) LOOK(0.52) PT_DEM3(0.49) GREAT(0.49),THINK,False
video_16_28_signer_THINK_1,YES PT_PRO2 NS_POSSUM PT_PRO3 SEE PT_DEM3 LOOK GO RIGHT,YES(0.72) PT_PRO2(0.70) NS_POSSUM(0.70) PT_PRO3(0.66) SEE(0.57) PT_DEM3(0.52) LOOK(0.48) GO(0.47) RIGHT(0.45),THINK,False
video_16_93_signer_THINK_1,RIGHT YES BYE WATCH,RIGHT(0.67) YES(0.64) BYE(0.62) WATCH(0.60),THINK,False
video_16_183_signer_THINK_1,YES WATCH RIGHT PT_PRO1PL LOOK,YES(0.80) WATCH(0.76) RIGHT(0.65) PT_PRO1PL(0.64) LOOK(0.53),THINK,False
video_17_46_signer_THINK_1,YES PT_PRO2 PT_PRO1PL SEE PT_DEM3 GREAT CAN LOOK,YES(0.61) PT_PRO2(0.58) PT_PRO1PL(0.56) SEE(0.51) PT_DEM3(0.51) GREAT(0.49) CAN(0.49) LOOK(0.46),THINK,False
video_17_127_signer_THINK_1,YES RIGHT OKAY LOOK GREAT OK,YES(0.83) RIGHT(0.77) OKAY(0.70) LOOK(0.51) GREAT(0.48) OK(0.46),THINK,False
video_18_47_signer_THINK_1,YES RIGHT KNOW WATCH NS_POSSUM,YES(0.79) RIGHT(0.63) KNOW(0.55) WATCH(0.52) NS_POSSUM(0.49),THINK,False
video_18_137_signer_THINK_1,RIGHT OKAY OK PT_DEM3 PT_PRO1PL LOOK CAN YES WHAT,RIGHT(0.70) OKAY(0.67) OK(0.57) PT_DEM3(0.53) PT_PRO1PL(0.52) LOOK(0.51) CAN(0.48) YES(0.47) WHAT(0.47),THINK,False
video_18_154_signer_THINK_1,OKAY RIGHT YES BYE OK LOOK PT_DEM3 PT_LOC,OKAY(0.70) RIGHT(0.70) YES(0.67) BYE(0.61) OK(0.54) LOOK(0.53) PT_DEM3(0.49) PT_LOC(0.47),THINK,False
video_18_155_signer_THINK_1,BYE LOOK PT_LOC SEE OKAY PT_DEM3 GREAT PT_PRO2 NS_SALLY HELLO CAN,BYE(0.82) LOOK(0.64) PT_LOC(0.60) SEE(0.60) OKAY(0.58) PT_DEM3(0.52) GREAT(0.51) PT_PRO2(0.51) NS_SALLY(0.49) HELLO(0.47) CAN(0.46),THINK,False
video_19_28_signer_THINK_1,YES RIGHT WATCH,YES(0.65) RIGHT(0.63) WATCH(0.52),THINK,False
video_19_171_signer_THINK_1,RIGHT YES NS_POSSUM HELLO,RIGHT(0.60) YES(0.57) NS_POSSUM(0.53) HELLO(0.48),THINK,False
video_19_175_signer_THINK_1,WATCH GO OKAY PT_PRO1PL,WATCH(0.63) GO(0.60) OKAY(0.56) PT_PRO1PL(0.46),THINK,False
video_20_37_signer_THINK_1,BYE RIGHT WATCH YES,BYE(0.77) RIGHT(0.75) WATCH(0.60) YES(0.55),THINK,False
video_20_109_signer_THINK_1,BYE OKAY RIGHT PT_PRO1PL,BYE(0.70) OKAY(0.54) RIGHT(0.49) PT_PRO1PL(0.46),THINK,False
video_20_111_signer_THINK_1,RIGHT,RIGHT(0.68),THINK,False
video_20_136_signer_THINK_1,BYE PT_LOC HERE HELLO LOOK PT_DEM3 NS_POSSUM WHAT GREAT NOW NS_SKIP OK,BYE(0.92) PT_LOC(0.86) HERE(0.79) HELLO(0.77) LOOK(0.70) PT_DEM3(0.64) NS_POSSUM(0.63) WHAT(0.62) GREAT(0.60) NOW(0.53) NS_SKIP(0.48) OK(0.48),THINK,False
video_22_104_signer_THINK_1,YES KNOW PT_PRO3 PT_PRO2 SEE NS_POSSUM WHAT PT_PRO1 PT_DEM3 HAVE GO RIGHT DO WANT CAN LOOK THINK,YES(0.70) KNOW(0.67) PT_PRO3(0.64) PT_PRO2(0.60) SEE(0.60) NS_POSSUM(0.57) WHAT(0.57) PT_PRO1(0.56) PT_DEM3(0.53) HAVE(0.53) GO(0.51) RIGHT(0.50) DO(0.49) WANT(0.48) CAN(0.48) LOOK(0.45) THINK(0.45),THINK,False
video_22_140_signer_THINK_1,YES RIGHT LOOK OKAY NS_POSSUM PT_DEM3 GREAT WHAT,YES(0.75) RIGHT(0.69) LOOK(0.57) OKAY(0.49) NS_POSSUM(0.49) PT_DEM3(0.48) GREAT(0.47) WHAT(0.45),THINK,False
video_22_199_signer_THINK_1,YES RIGHT PT_PRO2 PT_LOC OKAY PT_DEM3 LOOK CAN SEE WHAT,YES(0.62) RIGHT(0.61) PT_PRO2(0.60) PT_LOC(0.58) OKAY(0.56) PT_DEM3(0.56) LOOK(0.55) CAN(0.50) SEE(0.50) WHAT(0.48),THINK,False
video_23_27_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_23_30_signer_THINK_1,PT_DEM3 RIGHT WHAT,PT_DEM3(0.59) RIGHT(0.56) WHAT(0.49),THINK,False
video_24_36_signer_THINK_1,BYE RIGHT HELLO WATCH YES,BYE(0.75) RIGHT(0.64) HELLO(0.57) WATCH(0.54) YES(0.46),THINK,False
video_24_81_signer_THINK_1,RIGHT YES NS_POSSUM HELLO,RIGHT(0.64) YES(0.64) NS_POSSUM(0.55) HELLO(0.49),THINK,False
video_24_140_signer_THINK_1,RIGHT PT_DEM3 PT_PRO1PL OKAY OK LOOK,RIGHT(0.57) PT_DEM3(0.50) PT_PRO1PL(0.48) OKAY(0.48) OK(0.48) LOOK(0.46),THINK,False
video_24_149_signer_THINK_1,YES RIGHT WATCH,YES(0.74) RIGHT(0.69) WATCH(0.63),THINK,False
video_25_87_signer_THINK_1,YES RIGHT LOOK WATCH GREAT PT_DEM3 OKAY,YES(0.86) RIGHT(0.77) LOOK(0.57) WATCH(0.51) GREAT(0.51) PT_DEM3(0.48) OKAY(0.47),THINK,False
video_26_53_signer_THINK_1,LOOK CAN PT_PRO2 PT_DEM3 WHAT SEE,LOOK(0.98) CAN(0.67) PT_PRO2(0.56) PT_DEM3(0.54) WHAT(0.48) SEE(0.46),THINK,False
video_26_55_signer_THINK_1,BYE HELLO RIGHT,BYE(0.89) HELLO(0.78) RIGHT(0.71),THINK,False
video_28_22_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_28_165_signer_THINK_1,NS_POSSUM LOOK YES PT_PRO2 PT_PRO3,NS_POSSUM(0.70) LOOK(0.68) YES(0.66) PT_PRO2(0.61) PT_PRO3(0.53),THINK,False
video_29_20_signer_THINK_1,LOOK,LOOK(0.98),THINK,False
video_29_91_signer_THINK_1,NS_SALLY PT_DEM3 RIGHT,NS_SALLY(0.56) PT_DEM3(0.48) RIGHT(0.48),THINK,False
video_29_117_signer_THINK_1,YES LOOK NS_SALLY RIGHT OKAY WHAT PT_DEM3 GREAT,YES(0.70) LOOK(0.66) NS_SALLY(0.65) RIGHT(0.60) OKAY(0.59) WHAT(0.54) PT_DEM3(0.54) GREAT(0.49),THINK,False
video_29_162_signer_THINK_1,RIGHT OKAY WATCH YES OK BYE,RIGHT(0.76) OKAY(0.69) WATCH(0.64) YES(0.63) OK(0.60) BYE(0.59),THINK,False
video_30_9_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_30_67_signer_THINK_1,RIGHT YES WATCH BYE,RIGHT(0.66) YES(0.61) WATCH(0.56) BYE(0.53),THINK,False
video_31_57_signer_THINK_1,YES RIGHT NS_POSSUM WATCH,YES(0.74) RIGHT(0.69) NS_POSSUM(0.50) WATCH(0.48),THINK,False
video_31_74_signer_THINK_1,YES RIGHT GREAT LOOK OKAY PT_DEM3 WHAT OK DO,YES(0.86) RIGHT(0.73) GREAT(0.71) LOOK(0.65) OKAY(0.62) PT_DEM3(0.61) WHAT(0.61) OK(0.57) DO(0.48),THINK,False
video_32_43_signer_THINK_1,YES RIGHT BYE HELLO WATCH,YES(0.74) RIGHT(0.72) BYE(0.68) HELLO(0.66) WATCH(0.60),THINK,False
video_33_54_signer_THINK_1,YES GREAT RIGHT PT_DEM3 WHAT LOOK SEE PT_PRO3 PT_PRO2,YES(0.82) GREAT(0.67) RIGHT(0.63) PT_DEM3(0.59) WHAT(0.57) LOOK(0.54) SEE(0.53) PT_PRO3(0.49) PT_PRO2(0.48),THINK,False
video_33_55_signer_THINK_1,PT_PRO2 CAN GO PT_PRO3 SEE PT_LOC WANT NOW PT_POSS2 WHAT NS_POSSUM PT_DEM3 PT_PRO1 GET LIKE TREE HAVE OKAY DO PT_PRO1PL MAKE,PT_PRO2(0.72) CAN(0.70) GO(0.64) PT_PRO3(0.63) SEE(0.62) PT_LOC(0.60) WANT(0.59) NOW(0.57) PT_POSS2(0.57) WHAT(0.55) NS_POSSUM(0.55) PT_DEM3(0.54) PT_PRO1(0.54) GET(0.52) LIKE(0.51) TREE(0.50) HAVE(0.49) OKAY(0.48) DO(0.47) PT_PRO1PL(0.46) MAKE(0.46),THINK,False
video_33_151_signer_THINK_1,YES WATCH GREAT LOOK PT_PRO1PL KNOW,YES(0.75) WATCH(0.69) GREAT(0.65) LOOK(0.61) PT_PRO1PL(0.54) KNOW(0.49),THINK,False
video_34_49_signer_THINK_1,RIGHT YES HELLO BYE NS_POSSUM OKAY,RIGHT(0.76) YES(0.72) HELLO(0.50) BYE(0.48) NS_POSSUM(0.48) OKAY(0.45),THINK,False
video_34_71_signer_THINK_1,OKAY BYE NS_SALLY RIGHT OK HELLO YES,OKAY(0.67) BYE(0.65) NS_SALLY(0.61) RIGHT(0.55) OK(0.49) HELLO(0.45) YES(0.45),THINK,False
video_34_82_signer_THINK_1,BYE LOOK,BYE(0.91) LOOK(0.76),THINK,False
video_34_118_signer_THINK_1,NS_POSSUM YES LOOK RIGHT PT_PRO2,NS_POSSUM(0.59) YES(0.58) LOOK(0.55) RIGHT(0.50) PT_PRO2(0.46),THINK,False
video_35_18_signer_THINK_1,LOOK NS_SALLY GREAT YES PT_DEM3 PT_PRO1PL WHAT,LOOK(0.86) NS_SALLY(0.75) GREAT(0.73) YES(0.66) PT_DEM3(0.63) PT_PRO1PL(0.52) WHAT(0.48),THINK,False
video_35_49_signer_THINK_1,WATCH YES PT_PRO1PL SEE,WATCH(0.88) YES(0.61) PT_PRO1PL(0.54) SEE(0.46),THINK,False
video_1_20_signer_WHAT_1,PT_DEM3 NS_SALLY HAVE LIKE WHAT PT_PRO1 PT_PRO2,PT_DEM3(0.59) NS_SALLY(0.59) HAVE(0.52) LIKE(0.52) WHAT(0.51) PT_PRO1(0.47) PT_PRO2(0.45),WHAT,False
video_1_74_signer_WHAT_1,GREAT WHAT WATCH SEE GOOD,GREAT(0.70) WHAT(0.54) WATCH(0.54) SEE(0.53) GOOD(0.49),WHAT,False
video_1_92_signer_WHAT_1,YES RIGHT WHAT GREAT NS_POSSUM PT_DEM3 LOOK PT_PRO3 NO KNOW DO SEE PT_PRO2 THAT HAVE LOVELY,YES(0.88) RIGHT(0.72) WHAT(0.65) GREAT(0.65) NS_POSSUM(0.64) PT_DEM3(0.61) LOOK(0.57) PT_PRO3(0.54) NO(0.54) KNOW(0.53) DO(0.51) SEE(0.50) PT_PRO2(0.49) THAT(0.49) HAVE(0.47) LOVELY(0.47),WHAT,False
video_2_18_signer_WHAT_1,RIGHT YES BYE OKAY LOOK PT_LOC OK PT_DEM3 HELLO NS_POSSUM WHAT GREAT,RIGHT(0.75) YES(0.69) BYE(0.67) OKAY(0.62) LOOK(0.54) PT_LOC(0.54) OK(0.52) PT_DEM3(0.52) HELLO(0.51) NS_POSSUM(0.51) WHAT(0.51) GREAT(0.48),WHAT,False
video_2_29_signer_WHAT_1,GREAT OKAY PT_DEM3 WHAT OK,GREAT(0.83) OKAY(0.64) PT_DEM3(0.63) WHAT(0.60) OK(0.59),WHAT,False
video_2_38_signer_WHAT_1,GREAT WHAT PT_DEM3 WHERE NS_SALLY OKAY OK YES RIGHT,GREAT(0.73) WHAT(0.69) PT_DEM3(0.63) WHERE(0.62) NS_SALLY(0.62) OKAY(0.62) OK(0.61) YES(0.59) RIGHT(0.59),WHAT,False
video_2_47_signer_WHAT_1,WHAT GREAT PT_DEM3 NS_SALLY OK OKAY RIGHT WHERE YES,WHAT(0.70) GREAT(0.69) PT_DEM3(0.67) NS_SALLY(0.64) OK(0.61) OKAY(0.61) RIGHT(0.60) WHERE(0.59) YES(0.58),WHAT,False
video_2_49_signer_WHAT_1,GREAT OKAY OK WHAT PT_DEM3 RIGHT NS_SALLY,GREAT(0.84) OKAY(0.73) OK(0.64) WHAT(0.61) PT_DEM3(0.61) RIGHT(0.49) NS_SALLY(0.47),WHAT,False
video_2_63_signer_WHAT_1,RIGHT OKAY OK YES GREAT PT_DEM3,RIGHT(0.76) OKAY(0.73) OK(0.65) YES(0.53) GREAT(0.48) PT_DEM3(0.47),WHAT,False
video_2_64_signer_WHAT_1,YES GREAT RIGHT OKAY OK WATCH LOOK,YES(0.84) GREAT(0.75) RIGHT(0.70) OKAY(0.70) OK(0.64) WATCH(0.54) LOOK(0.50),WHAT,False
video_2_72_signer_WHAT_1,BYE RIGHT HELLO,BYE(0.83) RIGHT(0.74) HELLO(0.64),WHAT,False
video_2_76_signer_WHAT_1,YES RIGHT NS_POSSUM WHAT KNOW PT_DEM3 LOOK PT_PRO3 SEE HAVE NO PT_PRO2 GREAT DO,YES(0.79) RIGHT(0.61) NS_POSSUM(0.59) WHAT(0.57) KNOW(0.55) PT_DEM3(0.54) LOOK(0.54) PT_PRO3(0.53) SEE(0.49) HAVE(0.48) NO(0.48) PT_PRO2(0.47) GREAT(0.47) DO(0.46),WHAT,False
video_2_113_signer_WHAT_1,GREAT SEE WATCH YES PT_PRO2 NO WHAT PT_DEM3,GREAT(0.69) SEE(0.60) WATCH(0.55) YES(0.54) PT_PRO2(0.54) NO(0.53) WHAT(0.52) PT_DEM3(0.47),WHAT,False
video_3_104_signer_WHAT_1,GREAT RIGHT PT_DEM3 GOOD OK WHAT YES OKAY,GREAT(0.90) RIGHT(0.66) PT_DEM3(0.65) GOOD(0.64) OK(0.63) WHAT(0.60) YES(0.59) OKAY(0.53),WHAT,False
video_4_17_signer_WHAT_1,GREAT RIGHT YES GOOD OK WHAT PT_DEM3 NO OKAY,GREAT(0.93) RIGHT(0.78) YES(0.77) GOOD(0.70) OK(0.67) WHAT(0.62) PT_DEM3(0.62) NO(0.51) OKAY(0.50),WHAT,False
video_5_55_signer_WHAT_1,GREAT OK OKAY WHAT PT_DEM3 YES RIGHT NS_SALLY WHERE,GREAT(0.83) OK(0.72) OKAY(0.67) WHAT(0.65) PT_DEM3(0.59) YES(0.57) RIGHT(0.57) NS_SALLY(0.50) WHERE(0.49),WHAT,False
