;Video_Name;Video_Clip_Name;Subtitle;Split;Signer_ID
4461;Video_32;video_32_156;actually can i put this up in the kitchen .;train;1
4462;Video_32;video_32_157;no sally .;train;2
4463;Video_32;video_32_158;i think because this is a tree it would look best in my tree .;test;2
4464;Video_32;video_32_159;yes that is a good idea .;dev;1
4465;Video_32;video_32_160;today really was a good day was not it possum .;train;1
4466;Video_32;video_32_161;yes sally i really enjoyed our bush walk today .;train;2
4467;Video_32;video_32_162;well our time is up .;test;1
4468;Video_32;video_32_163;thanks for watching .;train;2
4469;Video_32;video_32_164;see you next time .;train;1
4470;Video_32;video_32_165;bye .;train;2
4471;Video_32;video_32_166;bye .;train;1
4472;Video_32;video_32_167;sally is not it beautiful .;train;2
4473;Video_33;video_33_0;hello .;train;1
4474;Video_33;video_33_1;look .;train;1
4475;Video_33;video_33_2;look .;train;1
4476;Video_33;video_33_3;i am sally .;train;1
4477;Video_33;video_33_4;i am possum .;train;2
4478;Video_33;video_33_5;hello .;train;2
4479;Video_33;video_33_6;hello .;train;2
4480;Video_33;video_33_7;hello everyone .;train;1
4481;Video_33;video_33_8;look at what possum is doing .;train;1
4482;Video_33;video_33_9;i wonder what that is .;dev;1
4483;Video_33;video_33_10;i have never seen him play this game before .;train;2
4484;Video_33;video_33_11;it must be new .;train;1
4485;Video_33;video_33_12;hi sally hi everyone .;train;2
4486;Video_33;video_33_13;hi possum .;train;1
4487;Video_33;video_33_14;sally i have started a new game .;train;2
4488;Video_33;video_33_15;would you like to play .;train;2
4489;Video_33;video_33_16;i would love to play .;train;1
4490;Video_33;video_33_17;but i do need to finish my knitting first .;train;1
4491;Video_33;video_33_18;a friend of mine has just had a new baby so i am knitting a lovely beanie for them .;train;1
4492;Video_33;video_33_19;knitting .;train;2
4493;Video_33;video_33_20;i have never seen that before what is it .;train;2
4494;Video_33;video_33_21;it is a special way to make clothes .;train;1
4495;Video_33;video_33_22;you need two knitting needles and some wool and you knit it all together .;train;1
4496;Video_33;video_33_23;wool what is wool .;train;1
4497;Video_33;video_33_24;see this .;train;1
4498;Video_33;video_33_26;that is wool .;train;1
4499;Video_33;video_33_27;it is a bit different to my string .;dev;2
4500;Video_33;video_33_28;this one is hard and it is shiny and it is very strong .;train;2
4501;Video_33;video_33_29;but this one it is soft .;train;2
4502;Video_33;video_33_30;it is not shiny .;train;2
4503;Video_33;video_33_31;it looks like it could break .;train;2
4504;Video_33;video_33_32;yes that is right possum .;dev;1
4505;Video_33;video_33_33;we can knit things like scarves and jumpers and they are lovely and soft and can be very warm .;train;1
4506;Video_33;video_33_34;almost like your fur .;train;1
4507;Video_33;video_33_35;my fur really .;train;1
4508;Video_33;video_33_36;sally where does wool come from .;train;2
4509;Video_33;video_33_37;wool comes from sheep .;train;1
4510;Video_33;video_33_38;out on a farm sheep run around with lots of wool on them .;train;1
4511;Video_33;video_33_39;then every year the farmer shears the sheep and gets the wool .;train;1
4512;Video_33;video_33_40;would you like to watch some children learning about wool .;train;1
4513;Video_33;video_33_41;yes please .;train;1
4514;Video_33;video_33_42;that was great .;train;1
4515;Video_33;video_33_43;yeah it was so good .;train;1
4516;Video_33;video_33_44;the sheep with all that thick wool on them and then the farmer shearing it all off .;train;2
4517;Video_33;video_33_45;they would become nice and cool would not they .;train;2
4518;Video_33;video_33_46;wool is great for when it is cold .;train;2
4519;Video_33;video_33_47;it would make you nice and warm if you put it on .;train;2
4520;Video_33;video_33_48;that is right .;test;1
4521;Video_33;video_33_49;but even if it is a little bit too hot that wool can keep you cool because there is air inside .;train;1
4522;Video_33;video_33_50;i see .;train;1
4523;Video_33;video_33_51;sally what does wool feel like .;train;2
4524;Video_33;video_33_52;is it hard or soft .;train;2
4525;Video_33;video_33_53;i would love to touch some .;train;2
4526;Video_33;video_33_54;i think i have some loose wool somewhere .;train;1
4527;Video_33;video_33_55;i think it might be in the kitchen .;test;1
4528;Video_33;video_33_57;where did i put my wool .;train;1
4529;Video_33;video_33_58;it has been a long time since i have used it .;train;1
4530;Video_33;video_33_59;i am going to go look for it ok possum .;train;1
4531;Video_33;video_33_60;sally while you are looking for it i am going to practice shearing sheep .;train;2
4532;Video_33;video_33_61;ok .;train;1
4533;Video_33;video_33_63;all done off you go .;dev;2
4534;Video_33;video_33_64;you are cool now bye .;test;2
4535;Video_33;video_33_66;feel it possum .;dev;1
4536;Video_33;video_33_67;it is a bit oily is not it .;train;1
4537;Video_33;video_33_68;that oil is called lanolin .;train;1
4538;Video_33;video_33_69;it coats the wool so the sheep do not get dirty .;train;1
4539;Video_33;video_33_70;the dirt just bounces off .;train;1
4540;Video_33;video_33_71;or if the sheep gets wet the water just runs off and the wool stays dry .;train;1
4541;Video_33;video_33_72;yeah sally watch this .;train;2
4542;Video_33;video_33_73;it is soft .;dev;2
4543;Video_33;video_33_74;look it springs back .;train;2
4544;Video_33;video_33_75;yes that is right .;test;2
4545;Video_33;video_33_77;they look like a comb .;train;2
4546;Video_33;video_33_78;is that for your curly hair sally .;train;2
4547;Video_33;video_33_79;is it for combing the sheep .;train;2
4548;Video_33;video_33_80;you are funny .;train;1
4549;Video_33;video_33_81;imagine combing a sheep .;train;1
4550;Video_33;video_33_82;no .;train;1
4551;Video_33;video_33_83;the farmer after he has shown all the sheep the wool can sometimes be knotted .;train;1
4552;Video_33;video_33_84;so he puts it into the carders to get rid of all the knots and pull the fibres in one direction .;train;1
4553;Video_33;video_33_85;then he can roll it to make it into wool .;train;1
4554;Video_33;video_33_86;there are different ways to do it .;train;1
4555;Video_33;video_33_87;some people have a spinning machine and they feed the wool through the spinning machine and that is how they make the wool .;train;1
4556;Video_33;video_33_88;sally what is this .;train;2
4557;Video_33;video_33_89;i can see it has got wool but what is it .;train;2
4558;Video_33;video_33_90;it is a pompom .;train;1
4559;Video_33;video_33_91;do you remember just before i was knitting that beanie .;train;1
4560;Video_33;video_33_92;i am putting the pompom on top of it .;train;1
4561;Video_33;video_33_93;do you like that possum .;train;1
4562;Video_33;video_33_94;yeah i do .;train;1
4563;Video_33;video_33_95;would you like to make one .;test;1
4564;Video_33;video_33_97;i have the instructions on how to do that in the drawer .;train;1
4565;Video_33;video_33_98;let us have a look .;dev;1
4566;Video_33;video_33_99;i will go and get the things we need ok .;test;1
4567;Video_33;video_33_100;great .;train;1
4568;Video_33;video_33_101;right we have got everything that we need .;train;1
4569;Video_33;video_33_102;let us have a look at the instructions to see how we start .;train;1
4570;Video_33;video_33_103;we need two round bits of card .;train;1
4571;Video_33;video_33_104;i will cut out a shape that makes it look like this .;train;1
4572;Video_33;video_33_105;i cut these ones out previously .;train;1
4573;Video_33;video_33_106;we will use them today .;train;1
4574;Video_33;video_33_107;we need two of them .;train;1
4575;Video_33;video_33_108;great .;train;1
4576;Video_33;video_33_109;now pop them down on the table possum .;train;1
4577;Video_33;video_33_110;right .;train;1
4578;Video_33;video_33_111;now we need a small piece of wool like this .;train;1
4579;Video_33;video_33_112;if you could please place that on the card like this .;train;1
4580;Video_33;video_33_116;great .;train;2
4581;Video_33;video_33_119;now we need to fold the ends on themselves .;train;1
4582;Video_33;video_33_120;now we get the other piece of card and pop it on top .;train;1
4583;Video_33;video_33_122;hold it tight do not let it move .;train;1
4584;Video_33;video_33_124;now we are going to get the yellow wool and wrap it around the cardboard .;train;1
4585;Video_33;video_33_125;would you like to try doing that .;test;1
4586;Video_33;video_33_126;what we do is we cover all the white bits .;train;1
4587;Video_33;video_33_128;we will use the green wool next .;train;1
4588;Video_33;video_33_129;let us cut that .;train;1
4589;Video_33;video_33_132;finished .;dev;1
4590;Video_33;video_33_133;just a little bit more .;train;1
4591;Video_33;video_33_134;that should be enough .;train;1
4592;Video_33;video_33_135;let us cut that .;train;1
4593;Video_33;video_33_136;right now hold it together and turn these bits out .;train;1
4594;Video_33;video_33_139;now pull that .;train;1
4595;Video_33;video_33_141;i will hold it and can you please tie a knot in it .;train;1
4596;Video_33;video_33_142;sure thing .;train;1
4597;Video_33;video_33_143;right now we need the scissors and we are going to cut it .;train;1
4598;Video_33;video_33_144;look sally it was flat but now it is opened up .;train;2
4599;Video_33;video_33_145;that is right now make sure the knot is tight .;train;1
4600;Video_33;video_33_148;look sally it is like a little ball .;train;2
4601;Video_33;video_33_149;yes it is .;train;1
4602;Video_33;video_33_150;you have made your very first pompom .;train;1
4603;Video_33;video_33_151;sally i do not think i want to wear this on my head .;train;2
4604;Video_33;video_33_152;i am going to add it to my new game .;train;1
4605;Video_33;video_33_153;that sounds great .;test;1
4606;Video_33;video_33_154;we really have learnt lots about wool today have not we .;train;1
4607;Video_33;video_33_155;i have one more extra special thing .;train;1
4608;Video_33;video_33_156;i am going to give you a treat .;train;1
4609;Video_33;video_33_157;what is it sally .;train;2
4610;Video_33;video_33_158;well i am going to cut your fur .;train;1
4611;Video_33;video_33_159;no possum i am only joking .;train;1
4612;Video_33;video_33_162;well our time is up .;train;1
4613;Video_33;video_33_163;thanks for watching .;train;2
4614;Video_33;video_33_164;see you next time .;train;1
4615;Video_33;video_33_165;bye .;train;2
4616;Video_33;video_33_166;bye .;train;1
4617;Video_34;video_34_0;hello .;train;1
4618;Video_34;video_34_1;look .;train;1
4619;Video_34;video_34_2;look .;train;1
4620;Video_34;video_34_3;i am sally .;train;1
4621;Video_34;video_34_4;i am possum .;train;2
4622;Video_34;video_34_5;hello .;train;2
4623;Video_34;video_34_6;hello .;train;1
4624;Video_34;video_34_7;hello everyone .;train;1
4625;Video_34;video_34_8;look possum is up his tree .;train;1
4626;Video_34;video_34_9;all the way up the top .;train;1
4627;Video_34;video_34_10;he looks very excited about something .;test;1
4628;Video_34;video_34_11;i wonder what he is looking at .;dev;1
4629;Video_34;video_34_12;that is weird .;dev;2
4630;Video_34;video_34_13;hello sally .;train;2
4631;Video_34;video_34_14;hi everyone .;train;2
4632;Video_34;video_34_15;hi sally quick come up here have a look at this .;train;2
4633;Video_34;video_34_16;come on .;train;2
4634;Video_34;video_34_17;you want me to come up .;train;1
4635;Video_34;video_34_18;you know i can not do that .;dev;1
4636;Video_34;video_34_19;what are you looking at possum .;train;1
4637;Video_34;video_34_20;it is an animal but .;train;2
4638;Video_34;video_34_21;i am coming down .;train;2
4639;Video_34;video_34_22;that was so quick .;train;1
4640;Video_34;video_34_23;you really have a wonderful knack of getting down that tree quickly .;train;1
4641;Video_34;video_34_24;you really are very good at it .;dev;1
4642;Video_34;video_34_25;well that is just the possum way .;train;2
4643;Video_34;video_34_26;we are very good climbers .;train;2
4644;Video_34;video_34_27;but i was looking at this animal over there .;train;2
4645;Video_34;video_34_28;it looks very odd .;train;2
4646;Video_34;video_34_29;i can not do what they are doing .;test;2
4647;Video_34;video_34_30;what animal was it possum .;dev;1
4648;Video_34;video_34_31;i do not know .;train;2
4649;Video_34;video_34_32;they were jumping .;train;2
4650;Video_34;video_34_33;i feel i should know what they are .;train;2
4651;Video_34;video_34_34;but they live all the way out in the country and in the bush but i live here in my tree and all these houses around .;train;2
4652;Video_34;video_34_35;well you know what possum you are a bush animal too .;train;1
4653;Video_34;video_34_36;you just happen to live in your tree in my backyard .;train;1
4654;Video_34;video_34_37;really .;train;2
4655;Video_34;video_34_38;but they could not live in a tree .;train;2
4656;Video_34;video_34_39;they do not look like they can climb very well .;train;2
4657;Video_34;video_34_40;well you are not the same you are different .;dev;1
4658;Video_34;video_34_41;because you are a very good climber are not you .;train;1
4659;Video_34;video_34_43;they had really big feet .;test;2
4660;Video_34;video_34_44;big feet .;train;1
4661;Video_34;video_34_45;bigger than yours .;train;1
4662;Video_34;video_34_46;yep and their arms were really small .;train;2
4663;Video_34;video_34_47;big feet small arms .;train;1
4664;Video_34;video_34_48;did they have a tail .;train;1
4665;Video_34;video_34_49;i think i know what it is .;test;1
4666;Video_34;video_34_50;how were they moving possum .;train;2
4667;Video_34;video_34_51;like this .;train;2
4668;Video_34;video_34_52;jump jump jump .;train;2
4669;Video_34;video_34_53;possum i know what they are .;train;1
4670;Video_34;video_34_54;they are kangaroos .;train;1
4671;Video_34;video_34_55;where are they from a different country .;train;2
4672;Video_34;video_34_56;no they are from australia .;train;1
4673;Video_34;video_34_57;just like you are .;train;1
4674;Video_34;video_34_58;me i am from australia .;train;2
4675;Video_34;video_34_59;yes .;train;1
4676;Video_34;video_34_60;there are many wellknown australian animals .;train;1
4677;Video_34;video_34_62;there is the kangaroo and koalas too .;train;1
4678;Video_34;video_34_63;they are the most famous australian animals of all .;train;1
4679;Video_34;video_34_64;then there is you possums .;dev;1
4680;Video_34;video_34_65;me i am famous .;train;2
4681;Video_34;video_34_66;what other ones are there sally .;train;2
4682;Video_34;video_34_67;there is a wallaby .;train;1
4683;Video_34;video_34_68;it looks like a tiny little kangaroo .;train;1
4684;Video_34;video_34_69;then the emu .;train;1
4685;Video_34;video_34_70;it is a very big bird .;train;1
4686;Video_34;video_34_71;sally i think i have seen an emu in my tree before .;train;2
4687;Video_34;video_34_72;yep i am sure i have .;test;2
4688;Video_34;video_34_73;no possum you can not have .;dev;1
4689;Video_34;video_34_74;emus are very big but they have very small wings .;train;1
4690;Video_34;video_34_75;they can not fly .;train;1
4691;Video_34;video_34_76;sally i want to learn more about australian animals and i really want to learn more about how to jump .;train;2
4692;Video_34;video_34_77;but before we do that why do not we watch children learning some more about animals .;train;1
4693;Video_34;video_34_78;shall we watch .;dev;1
4694;Video_34;video_34_79;yeah let us watch .;dev;1
4695;Video_34;video_34_80;did not that look like a lovely place .;test;1
4696;Video_34;video_34_81;yeah it did .;train;2
4697;Video_34;video_34_82;i just thought if i did not live here i would definitely want to live there .;train;2
4698;Video_34;video_34_83;it looks so beautiful .;train;2
4699;Video_34;video_34_84;i am so glad you live here though possum .;train;2
4700;Video_34;video_34_85;the kangaroos they looked so good .;train;1
4701;Video_34;video_34_87;they were bouncing all over the place .;train;1
4702;Video_34;video_34_88;it is almost like they had springs .;train;1
4703;Video_34;video_34_89;springs what is that .;train;2
4704;Video_34;video_34_90;i have an old pogo stick here it is .;train;1
4705;Video_34;video_34_91;you see this it is a spring .;train;1
4706;Video_34;video_34_92;you put your feet above it and it compacts and then it springs back up and it makes you bounce .;train;1
4707;Video_34;video_34_93;or there is something else let me think .;train;2
4708;Video_34;video_34_94;i know your slinky .;train;2
4709;Video_34;video_34_96;have a look at this .;train;2
4710;Video_34;video_34_97;it is another form of a spring is not it .;train;1
4711;Video_34;video_34_98;see how it springs open and closed .;train;1
4712;Video_34;video_34_99;there is all sorts of different springs .;train;1
4713;Video_34;video_34_100;sally i have an idea .;train;2
4714;Video_34;video_34_102;possum .;train;1
4715;Video_34;video_34_103;watching you hop and jump about has given me an idea .;train;1
4716;Video_34;video_34_104;there is a game we could play called hopscotch .;train;1
4717;Video_34;video_34_105;what is hopscotch .;train;2
4718;Video_34;video_34_106;it is a game where we can make shapes and you can hop in and jump around in them .;train;1
4719;Video_34;video_34_107;it is so much fun you will love it .;test;1
4720;Video_34;video_34_108;it is like when you are climbing your tree and you are always happy when you do that hopscotch will do the same .;train;1
4721;Video_34;video_34_109;you will instantly just have fun and smile .;train;1
4722;Video_34;video_34_110;would you like to go and make a hopscotch game .;train;1
4723;Video_34;video_34_111;yeah come on .;dev;1
4724;Video_34;video_34_114;yes .;test;1
4725;Video_34;video_34_115;that says hopscotch which is the name of the game .;train;1
4726;Video_34;video_34_116;usually we would draw it on bitumen or concrete using chalk .;train;1
4727;Video_34;video_34_117;but we do not have anything like that here .;test;1
4728;Video_34;video_34_118;so i am trying to think of a different way we can make this diagram .;train;1
4729;Video_34;video_34_119;all we need to do is copy this and use things from around the yard .;train;1
4730;Video_34;video_34_120;have you got anything we can use .;train;1
4731;Video_34;video_34_128;there is one more thing the loop .;train;1
4732;Video_34;video_34_129;yep i have got something .;test;2
4733;Video_34;video_34_133;sally how do we play .;train;2
4734;Video_34;video_34_134;i just have to get a few more things hang on .;train;1
4735;Video_34;video_34_136;i wonder what she is getting .;dev;2
4736;Video_34;video_34_137;this for me i will show you first .;test;1
4737;Video_34;video_34_138;then you copy me .;dev;1
4738;Video_34;video_34_139;now you put this in here .;train;1
4739;Video_34;video_34_140;but you can not hop in there .;train;1
4740;Video_34;video_34_142;that was great .;train;2
4741;Video_34;video_34_144;now you have to put it in the second one .;train;2
4742;Video_34;video_34_147;my turn quick .;test;2
4743;Video_34;video_34_150;that is great .;train;1
4744;Video_34;video_34_152;i missed it .;train;1
4745;Video_34;video_34_156;thank you so much for teaching me this game sally .;train;2
4746;Video_34;video_34_157;i have enjoyed it so much .;train;2
4747;Video_34;video_34_158;i feel like a real kangaroo .;train;1
4748;Video_34;video_34_159;yes you look like one too .;train;1
4749;Video_34;video_34_160;well our time is up .;train;1
4750;Video_34;video_34_161;thanks for watching .;train;2
4751;Video_34;video_34_162;see you next time .;train;2
4752;Video_34;video_34_163;bye .;train;2
4753;Video_34;video_34_164;bye .;train;1
4754;Video_35;video_35_0;hello .;train;1
4755;Video_35;video_35_1;look .;train;1
4756;Video_35;video_35_2;look .;train;2
4757;Video_35;video_35_3;i am sally .;train;1
4758;Video_35;video_35_4;i am possum .;train;1
4759;Video_35;video_35_5;hello .;train;1
4760;Video_35;video_35_6;hello .;train;2
4761;Video_35;video_35_7;look hello everyone .;test;2
4762;Video_35;video_35_9;possum i have noticed you love eating this muesli do not you .;train;1
4763;Video_35;video_35_10;yes i do i do love muesli .;train;2
4764;Video_35;video_35_11;but i love the table and i love everything on it .;train;2
4765;Video_35;video_35_12;you are funny you love everything .;train;1
4766;Video_35;video_35_13;yeah well have a look at the table .;train;1
4767;Video_35;video_35_14;look how strong it is it does not wobble at all .;train;2
4768;Video_35;video_35_15;the chair that i am sitting on is very comfortable .;train;2
4769;Video_35;video_35_16;that does not wobble either i do like it .;train;2
4770;Video_35;video_35_17;when you are sitting comfortably that means you can eat all the food .;train;1
4771;Video_35;video_35_18;sally i have had a thought .;train;2
4772;Video_35;video_35_19;i am sitting here comfortably and that makes me think happy thoughts .;train;2
4773;Video_35;video_35_20;like when i am sitting on top of my tree house i think very deep thoughts and feel good .;train;2
4774;Video_35;video_35_21;i have learnt so much here .;test;2
4775;Video_35;video_35_22;that is because you are my friend and my teacher too .;train;2
4776;Video_35;video_35_23;what lovely thoughts possum .;train;1
4777;Video_35;video_35_24;the reason you have learned so much and you learn so well is because you feel good inside .;train;1
4778;Video_35;video_35_26;you always say if you make a mistake or get it wrong it does not matter .;train;2
4779;Video_35;video_35_27;because next time you will learn from it .;train;2
4780;Video_35;video_35_28;that is right .;train;1
4781;Video_35;video_35_29;i think you have been thinking about going to school have not you possum .;train;1
4782;Video_35;video_35_31;it is about learning things at school .;train;1
4783;Video_35;video_35_32;you are right i have thought about going to school .;train;2
4784;Video_35;video_35_33;but what is the surprise can you tell me .;test;2
4785;Video_35;video_35_34;the surprise is for you .;train;1
4786;Video_35;video_35_35;me .;train;1
4787;Video_35;video_35_36;but i can not tell you .;test;1
4788;Video_35;video_35_37;sally sally .;train;2
4789;Video_35;video_35_38;you can tell me i will not tell anyone .;train;2
4790;Video_35;video_35_39;no possum .;test;1
4791;Video_35;video_35_40;i can not tell you because it would spoil the surprise .;train;1
4792;Video_35;video_35_41;well you always give me such wonderful surprises and i am hoping this one is a really good one .;train;2
4793;Video_35;video_35_42;sally can i take the tables and chairs outside .;train;2
4794;Video_35;video_35_43;i want to set them up like at school .;train;2
4795;Video_35;video_35_44;no possum you can not .;test;1
4796;Video_35;video_35_45;i need the table and chairs inside .;train;1
4797;Video_35;video_35_46;if you go outside you will spoil the surprise .;train;1
4798;Video_35;video_35_47;look look .;dev;2
4799;Video_35;video_35_48;no .;train;2
4800;Video_35;video_35_49;i think this might be the surprise .;train;1
4801;Video_35;video_35_50;possum i need you to clean up everything in here .;train;1
4802;Video_35;video_35_51;i am going to go outside and make sure everything is ready and when it is i will come and get you ok .;train;1
4803;Video_35;video_35_52;ok .;train;2
4804;Video_35;video_35_53;what is she doing out there .;train;2
4805;Video_35;video_35_54;i want to know what the surprise is .;train;2
4806;Video_35;video_35_55;that looks great .;train;9
4807;Video_35;video_35_56;it all looks great .;train;9
4808;Video_35;video_35_57;alright i will go and get possum .;test;1
4809;Video_35;video_35_58;no wait .;train;1
4810;Video_35;video_35_59;i think you should go and get possum .;test;1
4811;Video_35;video_35_60;jay you are the surprise .;train;2
4812;Video_35;video_35_61;look .;train;2
4813;Video_35;video_35_62;what is this have a look .;train;2
4814;Video_35;video_35_63;p o s s u m .;train;1
4815;Video_35;video_35_65;possum that is me .;train;2
4816;Video_35;video_35_66;s c h o o l .;train;2
4817;Video_35;video_35_68;school possum school .;train;2
4818;Video_35;video_35_69;this is possum school this is my surprise .;train;9
4819;Video_35;video_35_70;it looks like a school .;train;2
4820;Video_35;video_35_71;how exciting .;train;9
4821;Video_35;video_35_72;what is this .;train;2
4822;Video_35;video_35_73;h a t .;train;1
4823;Video_35;video_35_74;hat .;train;1
4824;Video_35;video_35_75;your hat goes on there .;train;1
4825;Video_35;video_35_76;b a g .;train;1
4826;Video_35;video_35_77;your bag it goes on there .;train;1
4827;Video_35;video_35_78;lots of children when they go to school put their hats and bags on pegs like this .;train;1
4828;Video_35;video_35_79;this looks great can i sit down .;train;2
4829;Video_35;video_35_81;sally is anybody else coming .;train;2
4830;Video_35;video_35_82;just you .;train;2
4831;Video_35;video_35_83;who is going to be the teacher can you be the teacher sally .;train;2
4832;Video_35;video_35_84;me yes .;train;1
4833;Video_35;video_35_85;yes i can be the teacher i can try .;train;2
4834;Video_35;video_35_86;let me think .;train;1
4835;Video_35;video_35_87;what shall we do .;train;1
4836;Video_35;video_35_88;what shall we learn about .;dev;9
4837;Video_35;video_35_89;hang on .;dev;9
4838;Video_35;video_35_90;i need a chart that lists who is at school today that shows their names .;train;1
4839;Video_35;video_35_91;that is what i need .;train;1
4840;Video_35;video_35_92;like jays name tag .;train;1
4841;Video_35;video_35_93;you need something like that with your name on it .;train;1
4842;Video_35;video_35_94;that is great .;train;2
4843;Video_35;video_35_95;let us go over here .;train;1
4844;Video_35;video_35_96;who is at school today .;test;1
4845;Video_35;video_35_97;i am here possum is here sally .;train;2
4846;Video_35;video_35_98;there is noone in class .;train;1
4847;Video_35;video_35_99;sally i am here .;train;1
4848;Video_35;video_35_100;i am here .;train;2
4849;Video_35;video_35_101;look that is me .;train;2
4850;Video_35;video_35_102;that is me .;train;2
4851;Video_35;video_35_103;you are both wonderful students that is great .;train;1
4852;Video_35;video_35_104;have a seat ok .;train;1
4853;Video_35;video_35_105;sally i am ready .;train;1
4854;Video_35;video_35_106;is everyone ready are we ready to learn .;train;1
4855;Video_35;video_35_107;hold on .;train;2
4856;Video_35;video_35_108;are you ready .;train;2
4857;Video_35;video_35_109;come on sit down .;train;1
4858;Video_35;video_35_110;alright are we ready .;train;2
4859;Video_35;video_35_111;yep is it snack time yet .;train;2
4860;Video_35;video_35_112;no possum we will eat later .;train;1
4861;Video_35;video_35_113;is it lunchtime .;train;2
4862;Video_35;video_35_114;no we will eat lunch much later .;train;1
4863;Video_35;video_35_115;i know .;train;2
4864;Video_35;video_35_116;can you read a story please sally .;train;2
4865;Video_35;video_35_117;yes i can read a story .;train;1
4866;Video_35;video_35_118;but before we do that why do not we watch some children going to school and see what they learn and how they learn .;train;1
4867;Video_35;video_35_119;jay let us watch .;train;2
4868;Video_35;video_35_120;thank you possumsaid the teacher .;train;1
4869;Video_35;video_35_121;you were such a big help showing the children how to climb today .;train;1
4870;Video_35;video_35_122;thank yousaid possum i can not wait to see what we learn tomorrow .;train;1
4871;Video_35;video_35_123;how was that for a story .;train;1
4872;Video_35;video_35_124;thank you sally that was great i really enjoyed it .;dev;2
4873;Video_35;video_35_125;are we ready to go and sit back at the table .;train;1
4874;Video_35;video_35_126;great .;train;1
4875;Video_35;video_35_127;now i would like you to both go into the garden .;train;1
4876;Video_35;video_35_128;you will need your books and a pencil .;train;1
4877;Video_35;video_35_129;i want you to find three things that grow .;train;1
4878;Video_35;video_35_130;perhaps you could think about the way that different things grow .;train;1
4879;Video_35;video_35_131;then i want you to draw them in your books .;train;1
4880;Video_35;video_35_132;right ok .;dev;2
4881;Video_35;video_35_133;while you are doing that i am going to go inside to the kitchen and prepare some food ok .;test;1
4882;Video_35;video_35_134;ok .;train;1
4883;Video_35;video_35_135;jay we have to draw three things that grow ok .;test;1
4884;Video_35;video_35_139;good work jay .;train;2
4885;Video_35;video_35_140;thanks .;train;2
4886;Video_35;video_35_141;that is lovely .;train;1
4887;Video_35;video_35_142;such lovely pictures .;train;1
4888;Video_35;video_35_143;you have done such a good job .;test;1
4889;Video_35;video_35_144;let me write the names in .;train;1
4890;Video_35;video_35_146;tree .;train;2
4891;Video_35;video_35_147;pot plant .;train;2
4892;Video_35;video_35_148;now tomato .;train;1
4893;Video_35;video_35_149;tomato .;train;2
4894;Video_35;video_35_151;such lovely pictures .;train;1
4895;Video_35;video_35_152;i love the way you have drawn them too .;train;1
4896;Video_35;video_35_153;you have shown different ways things can grow .;train;1
4897;Video_35;video_35_154;it is just beautiful .;train;1
4898;Video_35;video_35_155;it looks great .;train;1
4899;Video_35;video_35_156;yeah it does sally school is fun but it is hard work .;train;2
4900;Video_35;video_35_157;i am ready for my snack now .;train;2
4901;Video_35;video_35_158;we have had such a great day at school today have not we .;train;1
4902;Video_35;video_35_159;we have had such a good time .;train;1
4903;Video_35;video_35_160;well our time is up .;dev;1
4904;Video_35;video_35_161;thanks for watching .;train;2
4905;Video_35;video_35_162;see you next time .;train;1
4906;Video_35;video_35_163;bye bye .;dev;9
4907;Video_35;video_35_164;great let us eat .;train;2
4908;Video_36;video_36_0;hello .;train;1
4909;Video_36;video_36_1;look .;train;2
4910;Video_36;video_36_2;look .;train;1
4911;Video_36;video_36_3;i am sally .;train;1
4912;Video_36;video_36_4;i am possum .;train;2
4913;Video_36;video_36_5;hello .;train;1
4914;Video_36;video_36_6;hello .;train;2
4915;Video_36;video_36_7;look at my straight line .;train;2
4916;Video_36;video_36_8;hello everyone .;train;2
4917;Video_36;video_36_9;watch me kicking my ball .;train;2
4918;Video_36;video_36_10;i have been practising .;train;2
4919;Video_36;video_36_11;i am going to kick it this way then that way then this way then that way .;train;2
4920;Video_36;video_36_12;hello sally .;train;2
4921;Video_36;video_36_13;hi possum hello everyone .;train;1
4922;Video_36;video_36_14;is not possum good at kicking his soccer ball .;train;1
4923;Video_36;video_36_15;yes i am very good .;train;2
4924;Video_36;video_36_16;i was watching you weaving possum .;train;1
4925;Video_36;video_36_17;weaving what is that .;train;2
4926;Video_36;video_36_18;well you were weaving when you were going left and right left and right .;train;1
4927;Video_36;video_36_19;it can also be over and under over and under .;train;1
4928;Video_36;video_36_20;weaving is used to make clothes the threads are woven together to make cloth .;train;1
4929;Video_36;video_36_22;do you think you have had enough practise yet possum .;train;1
4930;Video_36;video_36_23;i think so .;train;2
4931;Video_36;video_36_24;well i actually need your help in the kitchen .;train;1
4932;Video_36;video_36_25;come on let us go .;dev;2
4933;Video_36;video_36_26;wait we can not go in yet .;train;1
4934;Video_36;video_36_27;we need to put all these things away first .;train;1
4935;Video_36;video_36_28;because i have a person coming over for dinner tonight and i do not want them walking in here and tripping over .;train;1
4936;Video_36;video_36_29;who is visiting .;train;2
4937;Video_36;video_36_30;it is a surprise .;train;1
4938;Video_36;video_36_31;i have got everything good .;dev;1
4939;Video_36;video_36_33;hi sally .;train;2
4940;Video_36;video_36_34;it is looking good is not it .;test;1
4941;Video_36;video_36_35;i am cooking some dinner .;train;1
4942;Video_36;video_36_36;as soon as that has done i will lay it out on the table ready to be served out .;train;1
4943;Video_36;video_36_37;well there is plenty of room .;test;2
4944;Video_36;video_36_38;yeah but there is something missing though possum .;train;1
4945;Video_36;video_36_39;what can we eat with .;train;1
4946;Video_36;video_36_40;i know .;dev;2
