clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_2_118_signer_YES_1,THINK PT_PRO1 NS_POSSUM MAKE PT_PRO2 CAN RIGHT WHAT KNOW GOOD HAVE YES FINISH,THINK(0.88) PT_PRO1(0.79) NS_POSSUM(0.78) MAKE(0.77) PT_PRO2(0.74) CAN(0.74) RIGHT(0.66) WHAT(0.60) KNOW(0.57) GOOD(0.53) HAVE(0.52) YES(0.51) FINISH(0.45),YES,False
video_2_126_signer_YES_1,NS_SALLY PT_POSS1 PT_DEM3 LOOK WHAT PT_LOC HELLO PT_PRO1,NS_SALLY(0.96) PT_POSS1(0.87) PT_DEM3(0.75) LOOK(0.74) WHAT(0.71) PT_LOC(0.69) HELLO(0.56) PT_PRO1(0.46),YES,False
video_3_66_signer_YES_1,BYE YES HELLO,BYE(0.80) YES(0.58) HELLO(0.45),YES,False
video_3_70_signer_YES_1,YES WHAT GREAT PT_DEM3 LOOK GOOD RIGHT,YES(0.92) WHAT(0.66) GREAT(0.66) PT_DEM3(0.65) LOOK(0.58) GOOD(0.51) RIGHT(0.46),YES,False
video_3_82_signer_YES_1,YES WHAT PT_DEM3 RIGHT PT_PRO1PL GOOD PT_PRO2,YES(0.70) WHAT(0.58) PT_DEM3(0.55) RIGHT(0.54) PT_PRO1PL(0.49) GOOD(0.49) PT_PRO2(0.47),YES,False
video_4_8_signer_YES_1,HELLO LOOK YES NS_SALLY GREAT EVERYONE,HELLO(0.75) LOOK(0.71) YES(0.67) NS_SALLY(0.65) GREAT(0.54) EVERYONE(0.47),YES,False
video_4_49_signer_YES_1,YES PT_DEM3 GREAT LOOK KNOW WHAT CAN,YES(0.86) PT_DEM3(0.71) GREAT(0.63) LOOK(0.60) KNOW(0.57) WHAT(0.55) CAN(0.46),YES,False
video_4_53_signer_YES_1,BYE HELLO NS_POSSUM,BYE(0.96) HELLO(0.93) NS_POSSUM(0.77),YES,False
video_4_82_signer_YES_1,YES PT_DEM3 RIGHT WHAT DO GREAT NS_POSSUM LOVELY GOOD PT_PRO2 LOOK,YES(0.95) PT_DEM3(0.89) RIGHT(0.78) WHAT(0.76) DO(0.70) GREAT(0.67) NS_POSSUM(0.67) LOVELY(0.54) GOOD(0.53) PT_PRO2(0.52) LOOK(0.47),YES,False
video_4_84_signer_YES_1,NS_SALLY LOOK GREAT YES PT_DEM3 WHAT,NS_SALLY(0.87) LOOK(0.75) GREAT(0.65) YES(0.62) PT_DEM3(0.60) WHAT(0.52),YES,False
video_4_95_signer_YES_1,NS_SALLY LOOK PT_DEM3 WHAT BYE HELLO PT_LOC GREAT,NS_SALLY(0.97) LOOK(0.84) PT_DEM3(0.65) WHAT(0.61) BYE(0.52) HELLO(0.50) PT_LOC(0.48) GREAT(0.47),YES,False
video_4_124_signer_YES_1,NS_POSSUM YES GREAT LOOK,NS_POSSUM(0.77) YES(0.61) GREAT(0.60) LOOK(0.48),YES,False
video_5_35_signer_YES_1,YES GOOD READY PT_PRO1PL LOOK NEXT FINISH GREAT,YES(0.78) GOOD(0.77) READY(0.61) PT_PRO1PL(0.53) LOOK(0.51) NEXT(0.49) FINISH(0.48) GREAT(0.47),YES,False
video_5_62_signer_YES_1,YES GREAT LOOK KNOW NS_SALLY WHAT PT_DEM3 DELICIOUS GOOD,YES(0.85) GREAT(0.82) LOOK(0.70) KNOW(0.59) NS_SALLY(0.59) WHAT(0.55) PT_DEM3(0.53) DELICIOUS(0.49) GOOD(0.47),YES,False
video_5_81_signer_YES_1,LOOK,LOOK(1.00),YES,False
video_5_90_signer_YES_1,YES PT_DEM3 KNOW,YES(0.68) PT_DEM3(0.55) KNOW(0.48),YES,False
video_5_93_signer_YES_1,LOOK NS_SALLY PT_PRO1,LOOK(0.96) NS_SALLY(0.91) PT_PRO1(0.50),YES,False
video_5_126_signer_YES_1,NS_SALLY LOOK YES WHAT,NS_SALLY(0.92) LOOK(0.79) YES(0.70) WHAT(0.63),YES,False
video_5_128_signer_YES_1,YES GOOD PT_DEM3 WHAT RIGHT GREAT READY,YES(0.82) GOOD(0.74) PT_DEM3(0.68) WHAT(0.63) RIGHT(0.60) GREAT(0.60) READY(0.58),YES,False
video_6_30_signer_YES_1,NS_SALLY HELLO LOOK NS_POSSUM PT_DEM3 WHAT YES GREAT,NS_SALLY(0.93) HELLO(0.83) LOOK(0.74) NS_POSSUM(0.55) PT_DEM3(0.54) WHAT(0.53) YES(0.51) GREAT(0.46),YES,False
video_6_40_signer_YES_1,BYE HELLO NS_SALLY LOOK,BYE(0.94) HELLO(0.91) NS_SALLY(0.66) LOOK(0.47),YES,False
video_6_86_signer_YES_1,NS_SALLY WHAT PT_DEM3 LOOK YES KNOW PT_PRO1 GREAT,NS_SALLY(0.85) WHAT(0.77) PT_DEM3(0.68) LOOK(0.68) YES(0.62) KNOW(0.59) PT_PRO1(0.48) GREAT(0.46),YES,False
video_6_90_signer_YES_1,YES YEAH WATCH GOOD LOOK READY RIGHT OK GREAT FINISH PT_PRO1PL PT_DEM3 NS_SALLY WHAT,YES(0.73) YEAH(0.68) WATCH(0.67) GOOD(0.63) LOOK(0.59) READY(0.58) RIGHT(0.55) OK(0.54) GREAT(0.54) FINISH(0.50) PT_PRO1PL(0.49) PT_DEM3(0.49) NS_SALLY(0.49) WHAT(0.45),YES,False
video_6_92_signer_YES_1,LOOK,LOOK(1.00),YES,False
video_6_116_signer_YES_1,BYE HELLO NS_POSSUM,BYE(0.97) HELLO(0.93) NS_POSSUM(0.86),YES,False
video_6_124_signer_YES_1,YES LOOK WHAT PT_DEM3,YES(0.92) LOOK(0.61) WHAT(0.56) PT_DEM3(0.48),YES,False
video_7_48_signer_YES_1,YES KNOW GREAT PT_DEM3 LOOK WHAT GOOD WATCH,YES(0.81) KNOW(0.70) GREAT(0.58) PT_DEM3(0.57) LOOK(0.55) WHAT(0.51) GOOD(0.49) WATCH(0.45),YES,False
video_7_55_signer_YES_1,YES GREAT GOOD WHAT KNOW PT_DEM3 PT_PRO1 WATCH READY RIGHT PT_PRO1PL GO,YES(0.75) GREAT(0.61) GOOD(0.56) WHAT(0.55) KNOW(0.55) PT_DEM3(0.55) PT_PRO1(0.55) WATCH(0.53) READY(0.52) RIGHT(0.52) PT_PRO1PL(0.50) GO(0.46),YES,False
video_7_71_signer_YES_1,YES PT_DEM3 GREAT RIGHT WHAT GOOD LOOK DO,YES(0.96) PT_DEM3(0.88) GREAT(0.77) RIGHT(0.76) WHAT(0.75) GOOD(0.63) LOOK(0.56) DO(0.51),YES,False
video_8_41_signer_YES_1,NS_SALLY YES LOOK HELLO,NS_SALLY(0.82) YES(0.64) LOOK(0.63) HELLO(0.49),YES,False
video_9_27_signer_YES_1,NS_POSSUM YES GO PT_PRO2 PT_PRO3 RIGHT GREAT LOOK PT_DEM3 WHAT VERY KNOW THINK,NS_POSSUM(0.91) YES(0.71) GO(0.67) PT_PRO2(0.65) PT_PRO3(0.64) RIGHT(0.51) GREAT(0.50) LOOK(0.49) PT_DEM3(0.48) WHAT(0.47) VERY(0.46) KNOW(0.46) THINK(0.45),YES,False
video_9_59_signer_YES_1,YES,YES(0.62),YES,True
video_9_80_signer_YES_1,NS_SALLY LOOK PT_DEM3 WHAT GOOD HELLO PT_POSS1 PT_LOC KNOW PT_PRO3PL YES,NS_SALLY(0.95) LOOK(0.81) PT_DEM3(0.76) WHAT(0.66) GOOD(0.56) HELLO(0.55) PT_POSS1(0.54) PT_LOC(0.54) KNOW(0.52) PT_PRO3PL(0.52) YES(0.46),YES,False
video_9_85_signer_YES_1,GOOD YES BYE FINISH PT_PRO1PL,GOOD(0.63) YES(0.61) BYE(0.57) FINISH(0.50) PT_PRO1PL(0.48),YES,False
video_9_86_signer_YES_1,KNOW PT_PRO1 NS_SALLY YES PT_DEM3 THINK WHAT GREAT LOOK PT_POSS1 VERY HAVE WILL GOOD,KNOW(0.90) PT_PRO1(0.84) NS_SALLY(0.78) YES(0.66) PT_DEM3(0.64) THINK(0.62) WHAT(0.60) GREAT(0.60) LOOK(0.59) PT_POSS1(0.59) VERY(0.59) HAVE(0.51) WILL(0.48) GOOD(0.47),YES,False
video_9_91_signer_YES_1,YES NS_SALLY PT_DEM3 HELLO GOOD LOOK PT_PRO3,YES(0.70) NS_SALLY(0.63) PT_DEM3(0.54) HELLO(0.49) GOOD(0.48) LOOK(0.45) PT_PRO3(0.45),YES,False
video_10_28_signer_YES_1,BYE NS_POSSUM YES HELLO,BYE(0.65) NS_POSSUM(0.60) YES(0.58) HELLO(0.50),YES,False
video_10_30_signer_YES_1,YES LOOK GREAT PT_DEM3 WHAT,YES(0.91) LOOK(0.75) GREAT(0.72) PT_DEM3(0.59) WHAT(0.47),YES,False
video_10_49_signer_YES_1,YES RIGHT NS_POSSUM PT_DEM3 GREAT PT_PRO3 WHAT GOOD,YES(0.86) RIGHT(0.76) NS_POSSUM(0.70) PT_DEM3(0.66) GREAT(0.63) PT_PRO3(0.55) WHAT(0.51) GOOD(0.50),YES,False
video_10_61_signer_YES_1,YES PT_PRO3 WHAT WILL NS_POSSUM WHERE LOVELY VERY ABOUT PT_DEM3 LIKE TRY,YES(0.82) PT_PRO3(0.81) WHAT(0.72) WILL(0.67) NS_POSSUM(0.66) WHERE(0.66) LOVELY(0.65) VERY(0.63) ABOUT(0.59) PT_DEM3(0.58) LIKE(0.50) TRY(0.50),YES,False
video_10_92_signer_YES_1,YES GOOD WATCH GREAT LOOK RIGHT PT_DEM3 READY WHAT,YES(0.90) GOOD(0.86) WATCH(0.72) GREAT(0.63) LOOK(0.62) RIGHT(0.62) PT_DEM3(0.62) READY(0.58) WHAT(0.49),YES,False
video_11_50_signer_YES_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.95) HELLO(0.91) EVERYONE(0.56) NS_POSSUM(0.53),YES,False
video_11_53_signer_YES_1,YES GREAT LOOK PT_PRO1PL PT_DEM3,YES(0.84) GREAT(0.63) LOOK(0.63) PT_PRO1PL(0.46) PT_DEM3(0.46),YES,False
video_11_57_signer_YES_1,HELLO BYE NS_POSSUM,HELLO(0.97) BYE(0.83) NS_POSSUM(0.80),YES,False
video_11_60_signer_YES_1,NS_POSSUM GREAT BYE HELLO YES LOOK,NS_POSSUM(0.78) GREAT(0.72) BYE(0.59) HELLO(0.58) YES(0.53) LOOK(0.47),YES,False
video_11_71_signer_YES_1,NS_SALLY YES LOOK PT_DEM3 WHAT BYE,NS_SALLY(0.91) YES(0.74) LOOK(0.61) PT_DEM3(0.52) WHAT(0.51) BYE(0.47),YES,False
video_11_89_signer_YES_1,NS_SALLY YES BYE NEXT LOOK GOOD WHAT,NS_SALLY(0.74) YES(0.72) BYE(0.56) NEXT(0.54) LOOK(0.53) GOOD(0.48) WHAT(0.47),YES,False
video_11_115_signer_YES_1,PT_DEM3 YES WHAT GOOD DO GREAT,PT_DEM3(0.68) YES(0.67) WHAT(0.67) GOOD(0.66) DO(0.48) GREAT(0.46),YES,False
video_13_36_signer_YES_1,LOOK,LOOK(0.92),YES,False
video_13_63_signer_YES_1,YES GOOD NS_POSSUM GREAT PT_DEM3 WHAT LOOK,YES(0.79) GOOD(0.61) NS_POSSUM(0.58) GREAT(0.58) PT_DEM3(0.54) WHAT(0.53) LOOK(0.45),YES,False
video_13_69_signer_YES_1,LOOK YES GOOD NS_SALLY,LOOK(0.80) YES(0.73) GOOD(0.53) NS_SALLY(0.47),YES,False
video_13_78_signer_YES_1,YES WHAT PT_DEM3 GREAT GOOD LOOK,YES(0.94) WHAT(0.60) PT_DEM3(0.58) GREAT(0.51) GOOD(0.47) LOOK(0.47),YES,False
video_13_81_signer_YES_1,YES,YES(0.80),YES,True
video_13_109_signer_YES_1,YES LOOK GREAT NS_SALLY,YES(0.66) LOOK(0.62) GREAT(0.59) NS_SALLY(0.52),YES,False
video_13_133_signer_YES_1,YES PT_DEM3 WHAT LOOK GOOD PT_PRO1PL,YES(0.78) PT_DEM3(0.59) WHAT(0.56) LOOK(0.51) GOOD(0.48) PT_PRO1PL(0.47),YES,False
video_13_135_signer_YES_1,NS_SALLY LOOK YES GREAT PT_DEM3 WHAT PT_PRO1PL READY KNOW,NS_SALLY(0.87) LOOK(0.69) YES(0.69) GREAT(0.63) PT_DEM3(0.60) WHAT(0.55) PT_PRO1PL(0.50) READY(0.47) KNOW(0.47),YES,False
video_13_149_signer_YES_1,NS_SALLY LOOK VERY YES WHAT PT_PRO1 KNOW PT_DEM3,NS_SALLY(0.93) LOOK(0.68) VERY(0.67) YES(0.67) WHAT(0.65) PT_PRO1(0.56) KNOW(0.55) PT_DEM3(0.52),YES,False
video_14_52_signer_YES_1,YES PT_DEM3 RIGHT WHAT GOOD GREAT LOOK,YES(0.94) PT_DEM3(0.75) RIGHT(0.73) WHAT(0.72) GOOD(0.71) GREAT(0.65) LOOK(0.64),YES,False
video_14_79_signer_YES_1,NS_POSSUM YES BYE WHAT PT_DEM3 HELLO DO,NS_POSSUM(0.77) YES(0.61) BYE(0.57) WHAT(0.51) PT_DEM3(0.48) HELLO(0.47) DO(0.46),YES,False
video_14_82_signer_YES_1,LOOK,LOOK(1.00),YES,False
video_15_47_signer_YES_1,YES NS_POSSUM BYE,YES(0.74) NS_POSSUM(0.57) BYE(0.53),YES,False
video_1_1_signer_LOOK_1,LOOK,LOOK(1.00),LOOK,True
video_1_59_signer_LOOK_1,YES PT_DEM3 DO WHAT GREAT WATCH PT_PRO3 PT_PRO1PL,YES(0.75) PT_DEM3(0.70) DO(0.62) WHAT(0.58) GREAT(0.55) WATCH(0.55) PT_PRO3(0.52) PT_PRO1PL(0.51),LOOK,False
video_1_67_signer_LOOK_1,HELLO BYE NS_POSSUM YES LOOK,HELLO(0.67) BYE(0.65) NS_POSSUM(0.64) YES(0.62) LOOK(0.48),LOOK,False
video_1_73_signer_LOOK_1,FINISH NOW READY PT_PRO1PL BYE TIME PT_PRO2 GO YES GOOD NEXT PT_DEM3,FINISH(0.77) NOW(0.70) READY(0.65) PT_PRO1PL(0.65) BYE(0.61) TIME(0.60) PT_PRO2(0.60) GO(0.57) YES(0.55) GOOD(0.52) NEXT(0.48) PT_DEM3(0.46),LOOK,False
video_1_85_signer_LOOK_1,NS_POSSUM BYE HELLO YES,NS_POSSUM(0.59) BYE(0.52) HELLO(0.51) YES(0.50),LOOK,False
video_1_86_signer_LOOK_1,PT_PRO2 KNOW CAN THINK PT_PRO3 PT_PRO1 NS_POSSUM PT_PRO1PL GO SEE FINISH DO PT_DEM3 YES LOOK TIME,PT_PRO2(0.69) KNOW(0.66) CAN(0.64) THINK(0.61) PT_PRO3(0.60) PT_PRO1(0.59) NS_POSSUM(0.59) PT_PRO1PL(0.58) GO(0.57) SEE(0.49) FINISH(0.48) DO(0.48) PT_DEM3(0.48) YES(0.46) LOOK(0.46) TIME(0.45),LOOK,False
video_3_7_signer_LOOK_1,HELLO BYE NS_POSSUM NS_SALLY LOOK,HELLO(0.95) BYE(0.92) NS_POSSUM(0.73) NS_SALLY(0.63) LOOK(0.50),LOOK,False
video_3_8_signer_LOOK_1,YES GREAT LOOK READY NS_POSSUM GOOD WHAT PT_DEM3,YES(0.69) GREAT(0.52) LOOK(0.52) READY(0.49) NS_POSSUM(0.48) GOOD(0.48) WHAT(0.48) PT_DEM3(0.46),LOOK,False
video_3_13_signer_LOOK_1,NS_SALLY YES WHAT LOOK GREAT KNOW PT_DEM3 GOOD,NS_SALLY(0.78) YES(0.74) WHAT(0.73) LOOK(0.68) GREAT(0.64) KNOW(0.63) PT_DEM3(0.62) GOOD(0.49),LOOK,False
video_3_46_signer_LOOK_1,YES KNOW NS_POSSUM CAN EVERYONE PT_DEM3 PT_PRO3 PT_PRO1,YES(0.75) KNOW(0.75) NS_POSSUM(0.68) CAN(0.66) EVERYONE(0.62) PT_DEM3(0.59) PT_PRO3(0.55) PT_PRO1(0.51),LOOK,False
video_4_44_signer_LOOK_1,YES PT_DEM3 GREAT WHAT GOOD LOOK RIGHT,YES(0.94) PT_DEM3(0.76) GREAT(0.76) WHAT(0.73) GOOD(0.63) LOOK(0.57) RIGHT(0.55),LOOK,False
video_4_56_signer_LOOK_1,YES GREAT PT_DEM3 WHAT LOOK KNOW RIGHT,YES(0.91) GREAT(0.84) PT_DEM3(0.72) WHAT(0.62) LOOK(0.56) KNOW(0.55) RIGHT(0.49),LOOK,False
video_4_121_signer_LOOK_1,LOOK YES,LOOK(0.79) YES(0.78),LOOK,False
video_5_8_signer_LOOK_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.91) HELLO(0.61) EVERYONE(0.59) NS_POSSUM(0.45),LOOK,False
video_5_70_signer_LOOK_1,BYE NS_POSSUM YES PT_PRO2 WHAT,BYE(0.73) NS_POSSUM(0.66) YES(0.60) PT_PRO2(0.53) WHAT(0.47),LOOK,False
video_7_22_signer_LOOK_1,GOOD YES PT_DEM3 READY WHAT KNOW GREAT PT_PRO2,GOOD(0.73) YES(0.65) PT_DEM3(0.62) READY(0.59) WHAT(0.56) KNOW(0.50) GREAT(0.48) PT_PRO2(0.47),LOOK,False
video_7_38_signer_LOOK_1,YES WHAT PT_DEM3 RIGHT GREAT LOOK,YES(0.93) WHAT(0.69) PT_DEM3(0.68) RIGHT(0.60) GREAT(0.55) LOOK(0.48),LOOK,False
video_7_53_signer_LOOK_1,GOOD YES PT_DEM3 GREAT WHAT READY LOOK,GOOD(0.76) YES(0.67) PT_DEM3(0.64) GREAT(0.64) WHAT(0.62) READY(0.59) LOOK(0.50),LOOK,False
video_9_36_signer_LOOK_1,YES RIGHT GREAT LOOK GOOD PT_DEM3 WHAT READY OK,YES(0.85) RIGHT(0.70) GREAT(0.69) LOOK(0.54) GOOD(0.53) PT_DEM3(0.50) WHAT(0.50) READY(0.47) OK(0.45),LOOK,False
video_2_72_signer_THINK_1,LOOK YES BYE,LOOK(0.61) YES(0.59) BYE(0.48),THINK,False
video_2_88_signer_THINK_1,GOOD PT_DEM3 YES WHAT READY DO GREAT KNOW,GOOD(0.81) PT_DEM3(0.72) YES(0.69) WHAT(0.68) READY(0.59) DO(0.49) GREAT(0.49) KNOW(0.46),THINK,False
video_4_15_signer_THINK_1,BYE,BYE(0.86),THINK,False
video_4_25_signer_THINK_1,GREAT YES NS_POSSUM HELLO,GREAT(0.70) YES(0.68) NS_POSSUM(0.57) HELLO(0.55),THINK,False
video_4_26_signer_THINK_1,BYE LOOK HELLO GREAT NS_POSSUM,BYE(0.76) LOOK(0.64) HELLO(0.60) GREAT(0.54) NS_POSSUM(0.48),THINK,False
video_4_57_signer_THINK_1,LOOK BYE,LOOK(0.84) BYE(0.48),THINK,False
video_5_73_signer_THINK_1,YES BYE NS_POSSUM,YES(0.64) BYE(0.57) NS_POSSUM(0.50),THINK,False
video_6_25_signer_THINK_1,YES WHAT PT_DEM3,YES(0.79) WHAT(0.55) PT_DEM3(0.45),THINK,False
video_6_48_signer_THINK_1,KNOW NS_POSSUM PT_DEM3 EVERYONE YES PT_PRO2 CAN PT_PRO1PL BYE PT_PRO3 PT_PRO1,KNOW(0.63) NS_POSSUM(0.61) PT_DEM3(0.57) EVERYONE(0.55) YES(0.54) PT_PRO2(0.52) CAN(0.52) PT_PRO1PL(0.51) BYE(0.50) PT_PRO3(0.50) PT_PRO1(0.49),THINK,False
video_6_71_signer_THINK_1,BYE LOOK,BYE(0.90) LOOK(0.57),THINK,False
video_7_46_signer_THINK_1,BYE YES NS_POSSUM,BYE(0.65) YES(0.64) NS_POSSUM(0.61),THINK,False
video_8_30_signer_THINK_1,BYE NS_POSSUM,BYE(0.87) NS_POSSUM(0.57),THINK,False
video_8_31_signer_THINK_1,NS_POSSUM BYE YES HELLO,NS_POSSUM(0.69) BYE(0.57) YES(0.52) HELLO(0.52),THINK,False
video_10_93_signer_THINK_1,YES RIGHT FINISH PT_PRO1PL WHAT,YES(0.77) RIGHT(0.53) FINISH(0.49) PT_PRO1PL(0.47) WHAT(0.46),THINK,False
video_11_17_signer_THINK_1,BYE EVERYONE,BYE(0.95) EVERYONE(0.46),THINK,False
video_12_68_signer_THINK_1,BYE FINISH PT_PRO1PL YES READY GO GOOD EVERYONE,BYE(0.66) FINISH(0.62) PT_PRO1PL(0.58) YES(0.58) READY(0.53) GO(0.52) GOOD(0.46) EVERYONE(0.46),THINK,False
video_13_45_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.94) EVERYONE(0.74) HELLO(0.67) NS_POSSUM(0.61),THINK,False
video_14_51_signer_THINK_1,NS_POSSUM PT_DEM3 YES KNOW CAN WHAT DO GREAT EVERYONE BYE,NS_POSSUM(0.70) PT_DEM3(0.67) YES(0.66) KNOW(0.56) CAN(0.56) WHAT(0.55) DO(0.50) GREAT(0.49) EVERYONE(0.47) BYE(0.47),THINK,False
video_14_61_signer_THINK_1,BYE HELLO,BYE(0.94) HELLO(0.51),THINK,False
video_14_92_signer_THINK_1,BYE LOOK HELLO,BYE(0.94) LOOK(0.47) HELLO(0.45),THINK,False
video_16_25_signer_THINK_1,BYE NS_POSSUM EVERYONE HELLO YES DO PT_PRO2,BYE(0.72) NS_POSSUM(0.72) EVERYONE(0.51) HELLO(0.50) YES(0.49) DO(0.48) PT_PRO2(0.47),THINK,False
video_16_28_signer_THINK_1,NS_POSSUM HELLO GREAT BYE LOOK,NS_POSSUM(0.88) HELLO(0.78) GREAT(0.54) BYE(0.53) LOOK(0.52),THINK,False
video_16_93_signer_THINK_1,BYE NS_POSSUM EVERYONE,BYE(0.93) NS_POSSUM(0.49) EVERYONE(0.46),THINK,False
video_16_183_signer_THINK_1,BYE YES PT_PRO1PL PT_PRO2 PT_DEM3 EVERYONE KNOW,BYE(0.66) YES(0.61) PT_PRO1PL(0.53) PT_PRO2(0.50) PT_DEM3(0.49) EVERYONE(0.47) KNOW(0.45),THINK,False
video_17_46_signer_THINK_1,BYE EVERYONE NS_POSSUM PT_PRO2 PT_DEM3 DO KNOW HELLO PT_PRO1PL GO YES PT_PRO3 WHAT PT_PRO1 LOOK,BYE(0.67) EVERYONE(0.60) NS_POSSUM(0.60) PT_PRO2(0.58) PT_DEM3(0.58) DO(0.53) KNOW(0.52) HELLO(0.52) PT_PRO1PL(0.51) GO(0.50) YES(0.48) PT_PRO3(0.47) WHAT(0.46) PT_PRO1(0.46) LOOK(0.46),THINK,False
video_17_127_signer_THINK_1,LOOK BYE,LOOK(0.82) BYE(0.72),THINK,False
video_18_47_signer_THINK_1,NS_POSSUM CAN PT_DEM3 YES HELLO EVERYONE KNOW DO WHAT THINK,NS_POSSUM(0.88) CAN(0.76) PT_DEM3(0.61) YES(0.59) HELLO(0.56) EVERYONE(0.49) KNOW(0.48) DO(0.47) WHAT(0.46) THINK(0.46),THINK,False
video_18_137_signer_THINK_1,BYE LOOK,BYE(0.87) LOOK(0.53),THINK,False
video_18_154_signer_THINK_1,YES WHAT NS_POSSUM PT_DEM3 DO,YES(0.78) WHAT(0.74) NS_POSSUM(0.63) PT_DEM3(0.62) DO(0.59),THINK,False
video_18_155_signer_THINK_1,BYE HELLO GO NS_POSSUM LOOK PT_PRO1PL,BYE(0.88) HELLO(0.55) GO(0.55) NS_POSSUM(0.50) LOOK(0.49) PT_PRO1PL(0.48),THINK,False
video_19_28_signer_THINK_1,LOOK BYE,LOOK(0.76) BYE(0.47),THINK,False
video_19_171_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.92) EVERYONE(0.62) HELLO(0.56) NS_POSSUM(0.48),THINK,False
video_19_175_signer_THINK_1,BYE CAN LOOK PT_PRO1,BYE(0.69) CAN(0.59) LOOK(0.50) PT_PRO1(0.49),THINK,False
video_20_37_signer_THINK_1,BYE EVERYONE NS_POSSUM,BYE(0.88) EVERYONE(0.54) NS_POSSUM(0.51),THINK,False
video_20_109_signer_THINK_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.88) EVERYONE(0.64) NS_POSSUM(0.52) HELLO(0.49),THINK,False
video_20_111_signer_THINK_1,BYE EVERYONE NS_POSSUM YES,BYE(0.77) EVERYONE(0.58) NS_POSSUM(0.55) YES(0.54),THINK,False
video_20_136_signer_THINK_1,BYE HELLO NS_POSSUM LOOK,BYE(0.97) HELLO(0.95) NS_POSSUM(0.81) LOOK(0.51),THINK,False
video_22_104_signer_THINK_1,YES BYE RIGHT,YES(0.75) BYE(0.65) RIGHT(0.45),THINK,False
video_22_140_signer_THINK_1,YES PT_PRO2 WHAT NS_POSSUM DO CAN BYE PT_PRO1PL FINISH,YES(0.72) PT_PRO2(0.60) WHAT(0.51) NS_POSSUM(0.50) DO(0.50) CAN(0.49) BYE(0.49) PT_PRO1PL(0.48) FINISH(0.46),THINK,False
video_22_199_signer_THINK_1,NS_POSSUM PT_DEM3 DO HELLO WHAT BYE YES PT_PRO2,NS_POSSUM(0.77) PT_DEM3(0.63) DO(0.60) HELLO(0.60) WHAT(0.59) BYE(0.52) YES(0.52) PT_PRO2(0.45),THINK,False
video_23_27_signer_THINK_1,LOOK,LOOK(0.97),THINK,False
video_23_30_signer_THINK_1,TIME LOOK FINISH PT_PRO2 GOOD,TIME(0.80) LOOK(0.77) FINISH(0.68) PT_PRO2(0.57) GOOD(0.48),THINK,False
video_24_36_signer_THINK_1,BYE LOOK,BYE(0.92) LOOK(0.54),THINK,False
video_24_81_signer_THINK_1,NS_POSSUM BYE HELLO CAN YES EVERYONE PT_DEM3,NS_POSSUM(0.85) BYE(0.62) HELLO(0.56) CAN(0.54) YES(0.51) EVERYONE(0.49) PT_DEM3(0.45),THINK,False
video_24_140_signer_THINK_1,NEXT YES FINISH BYE READY PT_PRO1PL WHAT NS_SALLY GOOD,NEXT(0.71) YES(0.69) FINISH(0.64) BYE(0.62) READY(0.59) PT_PRO1PL(0.51) WHAT(0.49) NS_SALLY(0.49) GOOD(0.47),THINK,False
video_24_149_signer_THINK_1,LOOK,LOOK(0.96),THINK,False
video_25_87_signer_THINK_1,BYE NS_POSSUM HELLO EVERYONE,BYE(0.87) NS_POSSUM(0.69) HELLO(0.58) EVERYONE(0.55),THINK,False
video_26_53_signer_THINK_1,LOOK,LOOK(0.97),THINK,False
video_26_55_signer_THINK_1,NS_POSSUM BYE YES HELLO CAN,NS_POSSUM(0.83) BYE(0.67) YES(0.58) HELLO(0.54) CAN(0.53),THINK,False
video_28_22_signer_THINK_1,LOOK,LOOK(0.99),THINK,False
video_28_165_signer_THINK_1,BYE HELLO EVERYONE GREAT YES,BYE(0.86) HELLO(0.78) EVERYONE(0.66) GREAT(0.46) YES(0.45),THINK,False
video_29_20_signer_THINK_1,LOOK BYE,LOOK(0.92) BYE(0.63),THINK,False
video_29_91_signer_THINK_1,LOOK,LOOK(0.98),THINK,False
video_29_117_signer_THINK_1,BYE HELLO,BYE(0.86) HELLO(0.47),THINK,False
video_29_162_signer_THINK_1,LOOK,LOOK(0.99),THINK,False
video_30_9_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_30_67_signer_THINK_1,LOOK,LOOK(0.94),THINK,False
video_31_57_signer_THINK_1,BYE NS_POSSUM EVERYONE HELLO,BYE(0.80) NS_POSSUM(0.60) EVERYONE(0.56) HELLO(0.51),THINK,False
video_31_74_signer_THINK_1,BYE LOOK HELLO,BYE(0.78) LOOK(0.57) HELLO(0.51),THINK,False
video_32_43_signer_THINK_1,BYE NS_POSSUM HELLO EVERYONE,BYE(0.91) NS_POSSUM(0.72) HELLO(0.56) EVERYONE(0.50),THINK,False
video_33_54_signer_THINK_1,YES RIGHT WHAT,YES(0.84) RIGHT(0.53) WHAT(0.46),THINK,False
