clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_6_92_signer_YES_1,OKAY PT_DEM3 ONE LOOK PT_LOC NS_SALLY OK,OKAY(0.76) PT_DEM3(0.66) ONE(0.64) LOOK(0.64) PT_LOC(0.61) NS_SALLY(0.59) OK(0.49),YES,False
video_6_116_signer_YES_1,BYE HELLO NS_POSSUM PT_LOC,BYE(0.99) HELLO(0.97) NS_POSSUM(0.72) PT_LOC(0.62),YES,False
video_6_124_signer_YES_1,YES LOOK RIGHT SEE GREAT OKAY PT_DEM3 PT_PRO1PL WHAT THANK-YOU,YES(0.79) LOOK(0.72) RIGHT(0.65) SEE(0.63) GREAT(0.59) OKAY(0.53) PT_DEM3(0.53) PT_PRO1PL(0.49) WHAT(0.46) THANK-YOU(0.46),YES,False
video_7_48_signer_YES_1,YES OK OKAY RIGHT GREAT LOOK,YES(0.84) OK(0.77) OKAY(0.75) RIGHT(0.63) GREAT(0.57) LOOK(0.47),YES,False
video_7_55_signer_YES_1,YES PT_PRO1 WHAT PT_DEM3 CAN PT_PRO3 RIGHT GREAT PT_PRO2 WANT,YES(0.66) PT_PRO1(0.55) WHAT(0.55) PT_DEM3(0.53) CAN(0.53) PT_PRO3(0.52) RIGHT(0.52) GREAT(0.50) PT_PRO2(0.48) WANT(0.47),YES,False
video_7_71_signer_YES_1,YES GREAT WHAT RIGHT PT_DEM3 GOOD LOOK,YES(0.88) GREAT(0.87) WHAT(0.83) RIGHT(0.79) PT_DEM3(0.74) GOOD(0.70) LOOK(0.60),YES,False
video_8_41_signer_YES_1,WATCH OKAY OK YES GREAT LOOK RIGHT,WATCH(0.94) OKAY(0.93) OK(0.81) YES(0.79) GREAT(0.77) LOOK(0.68) RIGHT(0.58),YES,False
video_9_27_signer_YES_1,YES NS_POSSUM PT_PRO2 WHAT PT_PRO3 RIGHT GO LOOK GREAT PT_DEM3,YES(0.71) NS_POSSUM(0.71) PT_PRO2(0.66) WHAT(0.57) PT_PRO3(0.55) RIGHT(0.53) GO(0.53) LOOK(0.52) GREAT(0.52) PT_DEM3(0.50),YES,False
video_9_59_signer_YES_1,GREAT GOOD YES RIGHT PT_DEM3 LOOK WHAT,GREAT(0.71) GOOD(0.64) YES(0.60) RIGHT(0.58) PT_DEM3(0.57) LOOK(0.52) WHAT(0.46),YES,False
video_9_80_signer_YES_1,YES RIGHT GREAT PT_DEM3 LOOK WHAT NS_POSSUM,YES(0.85) RIGHT(0.77) GREAT(0.75) PT_DEM3(0.66) LOOK(0.61) WHAT(0.55) NS_POSSUM(0.46),YES,False
video_9_85_signer_YES_1,YES RIGHT GREAT PT_DEM3 NS_POSSUM,YES(0.88) RIGHT(0.76) GREAT(0.74) PT_DEM3(0.58) NS_POSSUM(0.52),YES,False
video_9_86_signer_YES_1,YES GREAT PT_DEM3 RIGHT LOOK WHAT,YES(0.84) GREAT(0.73) PT_DEM3(0.70) RIGHT(0.64) LOOK(0.60) WHAT(0.48),YES,False
video_9_91_signer_YES_1,YES NS_POSSUM RIGHT GREAT PT_DEM3 VERY,YES(0.94) NS_POSSUM(0.79) RIGHT(0.67) GREAT(0.57) PT_DEM3(0.52) VERY(0.45),YES,False
video_10_28_signer_YES_1,YES BYE PT_PRO1PL LOOK GO OKAY NS_SKIP COME WATCH NS_SALLY RIGHT OK,YES(0.74) BYE(0.72) PT_PRO1PL(0.67) LOOK(0.67) GO(0.66) OKAY(0.65) NS_SKIP(0.60) COME(0.55) WATCH(0.54) NS_SALLY(0.53) RIGHT(0.50) OK(0.48),YES,False
video_10_30_signer_YES_1,YES RIGHT OKAY GREAT OK PT_DEM3 NS_SALLY LOOK WHAT,YES(0.79) RIGHT(0.65) OKAY(0.57) GREAT(0.56) OK(0.55) PT_DEM3(0.53) NS_SALLY(0.51) LOOK(0.51) WHAT(0.49),YES,False
video_10_49_signer_YES_1,YES NS_POSSUM RIGHT GREAT NO PT_DEM3 WHAT PT_PRO2,YES(0.93) NS_POSSUM(0.81) RIGHT(0.74) GREAT(0.62) NO(0.60) PT_DEM3(0.56) WHAT(0.53) PT_PRO2(0.47),YES,False
video_10_61_signer_YES_1,YES RIGHT PT_DEM3 WHAT NS_POSSUM GREAT LOOK PT_PRO1 HAVE PT_PRO2 DO GOOD,YES(0.72) RIGHT(0.61) PT_DEM3(0.59) WHAT(0.58) NS_POSSUM(0.55) GREAT(0.53) LOOK(0.50) PT_PRO1(0.49) HAVE(0.49) PT_PRO2(0.49) DO(0.46) GOOD(0.45),YES,False
video_10_92_signer_YES_1,YES GREAT RIGHT OKAY PT_DEM3 OK WHAT GOOD NO,YES(0.90) GREAT(0.89) RIGHT(0.78) OKAY(0.59) PT_DEM3(0.58) OK(0.56) WHAT(0.55) GOOD(0.53) NO(0.51),YES,False
video_11_50_signer_YES_1,BYE HELLO NS_SALLY OKAY LOOK,BYE(0.93) HELLO(0.58) NS_SALLY(0.54) OKAY(0.48) LOOK(0.46),YES,False
video_11_53_signer_YES_1,OKAY YES WATCH OK GO LOOK PT_PRO1PL RIGHT,OKAY(0.94) YES(0.90) WATCH(0.85) OK(0.84) GO(0.74) LOOK(0.70) PT_PRO1PL(0.69) RIGHT(0.54),YES,False
video_11_57_signer_YES_1,HELLO BYE COME NS_POSSUM NS_SALLY LOOK,HELLO(0.83) BYE(0.77) COME(0.68) NS_POSSUM(0.62) NS_SALLY(0.60) LOOK(0.54),YES,False
video_11_60_signer_YES_1,YES NS_POSSUM PT_PRO2 PT_PRO3 SEE RIGHT GO LOOK WHAT GREAT PT_DEM3,YES(0.83) NS_POSSUM(0.77) PT_PRO2(0.72) PT_PRO3(0.68) SEE(0.64) RIGHT(0.60) GO(0.58) LOOK(0.53) WHAT(0.50) GREAT(0.49) PT_DEM3(0.48),YES,False
video_11_71_signer_YES_1,OKAY YES LOOK GREAT NS_SALLY RIGHT,OKAY(0.81) YES(0.78) LOOK(0.72) GREAT(0.58) NS_SALLY(0.49) RIGHT(0.45),YES,False
video_11_89_signer_YES_1,YES LOOK OKAY GREAT RIGHT,YES(0.86) LOOK(0.67) OKAY(0.62) GREAT(0.49) RIGHT(0.48),YES,False
video_11_115_signer_YES_1,YES LOOK GREAT PT_PRO2 GO KNOW RIGHT SEE PT_DEM3 NS_POSSUM,YES(0.70) LOOK(0.59) GREAT(0.58) PT_PRO2(0.58) GO(0.55) KNOW(0.51) RIGHT(0.50) SEE(0.49) PT_DEM3(0.49) NS_POSSUM(0.46),YES,False
video_13_36_signer_YES_1,LOOK BYE YES OKAY GO,LOOK(0.92) BYE(0.87) YES(0.82) OKAY(0.81) GO(0.49),YES,False
video_13_63_signer_YES_1,SEE YES PT_PRO2 WATCH GREAT,SEE(0.80) YES(0.68) PT_PRO2(0.52) WATCH(0.50) GREAT(0.48),YES,False
video_13_69_signer_YES_1,WATCH OK OKAY YES PT_PRO1PL LOOK KNOW GO SEE RIGHT,WATCH(0.89) OK(0.70) OKAY(0.69) YES(0.66) PT_PRO1PL(0.66) LOOK(0.61) KNOW(0.53) GO(0.52) SEE(0.47) RIGHT(0.46),YES,False
video_13_78_signer_YES_1,GREAT YES RIGHT WHAT PT_DEM3 GOOD NO LOOK OK,GREAT(0.83) YES(0.82) RIGHT(0.73) WHAT(0.68) PT_DEM3(0.64) GOOD(0.61) NO(0.57) LOOK(0.54) OK(0.47),YES,False
video_13_81_signer_YES_1,OKAY YES BYE WATCH GO PT_PRO1PL LOOK OK RIGHT NS_SKIP,OKAY(0.79) YES(0.77) BYE(0.72) WATCH(0.71) GO(0.66) PT_PRO1PL(0.66) LOOK(0.65) OK(0.63) RIGHT(0.54) NS_SKIP(0.52),YES,False
video_13_109_signer_YES_1,OKAY NS_SALLY PT_DEM3 LOOK GREAT PLEASE WHAT PT_LOC OK YES ONE,OKAY(0.78) NS_SALLY(0.66) PT_DEM3(0.61) LOOK(0.54) GREAT(0.54) PLEASE(0.52) WHAT(0.51) PT_LOC(0.51) OK(0.51) YES(0.48) ONE(0.45),YES,False
video_13_133_signer_YES_1,GREAT YES RIGHT NO OK WHAT OKAY GOOD PT_DEM3 LOOK,GREAT(0.86) YES(0.84) RIGHT(0.72) NO(0.65) OK(0.61) WHAT(0.59) OKAY(0.58) GOOD(0.55) PT_DEM3(0.55) LOOK(0.53),YES,False
video_13_135_signer_YES_1,OKAY WATCH YES OK LOOK GREAT RIGHT NS_SALLY PT_PRO1PL,OKAY(0.84) WATCH(0.81) YES(0.80) OK(0.73) LOOK(0.52) GREAT(0.52) RIGHT(0.51) NS_SALLY(0.49) PT_PRO1PL(0.46),YES,False
video_13_149_signer_YES_1,NS_SALLY LOOK GREAT PT_LOC,NS_SALLY(0.83) LOOK(0.59) GREAT(0.51) PT_LOC(0.49),YES,False
video_14_52_signer_YES_1,GREAT YES RIGHT GOOD LOOK PT_DEM3 OK WHAT,GREAT(0.88) YES(0.70) RIGHT(0.66) GOOD(0.63) LOOK(0.63) PT_DEM3(0.61) OK(0.57) WHAT(0.52),YES,False
video_14_79_signer_YES_1,YES RIGHT GREAT LOOK NS_POSSUM PT_PRO2 WHAT PT_DEM3 OKAY PT_PRO3 THANK-YOU SEE,YES(0.75) RIGHT(0.59) GREAT(0.59) LOOK(0.58) NS_POSSUM(0.52) PT_PRO2(0.52) WHAT(0.50) PT_DEM3(0.50) OKAY(0.49) PT_PRO3(0.48) THANK-YOU(0.47) SEE(0.46),YES,False
video_14_82_signer_YES_1,GREAT OK YES WATCH OKAY RIGHT PT_DEM3 NS_SALLY,GREAT(0.63) OK(0.59) YES(0.58) WATCH(0.56) OKAY(0.55) RIGHT(0.54) PT_DEM3(0.50) NS_SALLY(0.46),YES,False
video_15_47_signer_YES_1,YES LOOK GREAT RIGHT WHAT PT_DEM3 NS_POSSUM SEE PT_PRO2,YES(0.75) LOOK(0.66) GREAT(0.65) RIGHT(0.64) WHAT(0.58) PT_DEM3(0.56) NS_POSSUM(0.54) SEE(0.51) PT_PRO2(0.49),YES,False
video_1_1_signer_LOOK_1,LOOK,LOOK(1.00),LOOK,True
video_1_59_signer_LOOK_1,CAN WHAT NOW PT_DEM3 ONE DO LOOK PT_PRO2 HAVE PUT PT_PRO3 SEE NEED GREAT PT_PRO1PL WANT PT_LOC WILL YES,CAN(0.70) WHAT(0.68) NOW(0.66) PT_DEM3(0.63) ONE(0.61) DO(0.59) LOOK(0.57) PT_PRO2(0.54) HAVE(0.54) PUT(0.52) PT_PRO3(0.52) SEE(0.51) NEED(0.50) GREAT(0.50) PT_PRO1PL(0.50) WANT(0.50) PT_LOC(0.48) WILL(0.48) YES(0.47),LOOK,False
video_1_67_signer_LOOK_1,YES RIGHT LOOK GREAT PT_DEM3 PT_PRO1PL OK GO OKAY,YES(0.68) RIGHT(0.65) LOOK(0.58) GREAT(0.58) PT_DEM3(0.51) PT_PRO1PL(0.50) OK(0.49) GO(0.48) OKAY(0.47),LOOK,False
video_1_73_signer_LOOK_1,WATCH PT_PRO1PL YES GO SEE LOOK,WATCH(0.87) PT_PRO1PL(0.69) YES(0.63) GO(0.62) SEE(0.56) LOOK(0.53),LOOK,False
video_1_85_signer_LOOK_1,BYE LOOK HELLO NS_SKIP,BYE(0.90) LOOK(0.68) HELLO(0.56) NS_SKIP(0.56),LOOK,False
video_1_86_signer_LOOK_1,PT_PRO2 GO PT_PRO1PL CAN SEE PT_PRO1 YES LOOK KNOW PT_PRO3 COME HAVE NS_POSSUM,PT_PRO2(0.65) GO(0.64) PT_PRO1PL(0.64) CAN(0.59) SEE(0.58) PT_PRO1(0.54) YES(0.53) LOOK(0.52) KNOW(0.50) PT_PRO3(0.50) COME(0.49) HAVE(0.48) NS_POSSUM(0.46),LOOK,False
video_3_7_signer_LOOK_1,HELLO NS_SALLY BYE NS_POSSUM EVERYONE,HELLO(0.97) NS_SALLY(0.81) BYE(0.80) NS_POSSUM(0.63) EVERYONE(0.62),LOOK,False
video_3_8_signer_LOOK_1,YES GREAT RIGHT NS_POSSUM WHAT PT_DEM3 PT_PRO2 NO PT_PRO3,YES(0.82) GREAT(0.66) RIGHT(0.65) NS_POSSUM(0.60) WHAT(0.53) PT_DEM3(0.52) PT_PRO2(0.52) NO(0.49) PT_PRO3(0.48),LOOK,False
video_3_13_signer_LOOK_1,YES OKAY GREAT OK RIGHT WATCH LOOK WHERE PT_DEM3 WHAT,YES(0.89) OKAY(0.89) GREAT(0.73) OK(0.70) RIGHT(0.66) WATCH(0.54) LOOK(0.51) WHERE(0.48) PT_DEM3(0.48) WHAT(0.47),LOOK,False
video_3_46_signer_LOOK_1,YES GREAT RIGHT PT_DEM3 WATCH WHAT GOOD PT_PRO3 SEE LOOK DO HAVE PT_PRO2 THAT,YES(0.76) GREAT(0.68) RIGHT(0.65) PT_DEM3(0.58) WATCH(0.55) WHAT(0.53) GOOD(0.52) PT_PRO3(0.51) SEE(0.50) LOOK(0.48) DO(0.46) HAVE(0.46) PT_PRO2(0.46) THAT(0.45),LOOK,False
video_4_44_signer_LOOK_1,YES GREAT LOOK OKAY RIGHT WATCH OK,YES(0.84) GREAT(0.66) LOOK(0.66) OKAY(0.62) RIGHT(0.62) WATCH(0.58) OK(0.52),LOOK,False
video_4_56_signer_LOOK_1,YES RIGHT KNOW LOOK SEE PT_DEM3 PT_PRO1 GREAT,YES(0.79) RIGHT(0.65) KNOW(0.57) LOOK(0.56) SEE(0.49) PT_DEM3(0.48) PT_PRO1(0.45) GREAT(0.45),LOOK,False
video_4_121_signer_LOOK_1,LOOK YES WATCH,LOOK(0.92) YES(0.84) WATCH(0.49),LOOK,False
video_5_8_signer_LOOK_1,BYE LOOK,BYE(0.81) LOOK(0.57),LOOK,False
video_5_70_signer_LOOK_1,HELLO BYE NS_POSSUM,HELLO(0.98) BYE(0.98) NS_POSSUM(0.78),LOOK,False
video_7_22_signer_LOOK_1,SEE PT_PRO2,SEE(0.99) PT_PRO2(0.82),LOOK,False
video_7_38_signer_LOOK_1,YES WATCH PT_PRO1PL KNOW SEE RIGHT LOOK GO,YES(0.76) WATCH(0.70) PT_PRO1PL(0.61) KNOW(0.58) SEE(0.57) RIGHT(0.56) LOOK(0.54) GO(0.50),LOOK,False
video_7_53_signer_LOOK_1,NO YES WHAT GREAT NS_POSSUM LOOK GOOD KNOW PT_PRO2 RIGHT PT_DEM3,NO(0.84) YES(0.76) WHAT(0.72) GREAT(0.67) NS_POSSUM(0.63) LOOK(0.61) GOOD(0.56) KNOW(0.53) PT_PRO2(0.52) RIGHT(0.52) PT_DEM3(0.51),LOOK,False
video_9_36_signer_LOOK_1,GREAT YES RIGHT OK OKAY PT_DEM3 WATCH LOOK,GREAT(0.85) YES(0.79) RIGHT(0.71) OK(0.68) OKAY(0.68) PT_DEM3(0.54) WATCH(0.49) LOOK(0.49),LOOK,False
video_2_72_signer_THINK_1,BYE HELLO LOOK,BYE(0.97) HELLO(0.80) LOOK(0.49),THINK,False
video_2_88_signer_THINK_1,GREAT YES PT_PRO2 OK WHAT PT_DEM3 CAN GO RIGHT,GREAT(0.60) YES(0.55) PT_PRO2(0.54) OK(0.53) WHAT(0.51) PT_DEM3(0.50) CAN(0.49) GO(0.48) RIGHT(0.48),THINK,False
video_4_15_signer_THINK_1,SEE LOOK YES PT_PRO1PL PT_PRO3 COME GO CAN PT_PRO2 NS_SKIP KNOW PT_PRO1,SEE(0.73) LOOK(0.69) YES(0.64) PT_PRO1PL(0.63) PT_PRO3(0.59) COME(0.58) GO(0.58) CAN(0.53) PT_PRO2(0.52) NS_SKIP(0.51) KNOW(0.51) PT_PRO1(0.51),THINK,False
video_4_25_signer_THINK_1,SEE YES PT_PRO1PL WATCH KNOW GO LOOK PT_PRO2,SEE(0.80) YES(0.79) PT_PRO1PL(0.75) WATCH(0.71) KNOW(0.67) GO(0.66) LOOK(0.65) PT_PRO2(0.47),THINK,False
video_4_26_signer_THINK_1,OKAY YES LOOK WATCH GO PT_PRO1PL SEE BYE OK NS_SKIP,OKAY(0.86) YES(0.84) LOOK(0.79) WATCH(0.77) GO(0.72) PT_PRO1PL(0.68) SEE(0.60) BYE(0.58) OK(0.54) NS_SKIP(0.47),THINK,False
video_4_57_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_5_73_signer_THINK_1,YES LOOK GREAT RIGHT,YES(0.70) LOOK(0.67) GREAT(0.55) RIGHT(0.52),THINK,False
video_6_25_signer_THINK_1,YES WATCH OKAY LOOK OK,YES(0.85) WATCH(0.77) OKAY(0.72) LOOK(0.68) OK(0.54),THINK,False
video_6_48_signer_THINK_1,SEE KNOW PT_PRO1PL PT_PRO2 GO LOOK YES CAN WATCH,SEE(0.78) KNOW(0.72) PT_PRO1PL(0.69) PT_PRO2(0.67) GO(0.65) LOOK(0.58) YES(0.56) CAN(0.52) WATCH(0.50),THINK,False
video_6_71_signer_THINK_1,BYE PT_LOC ONE HELLO LOOK OKAY TWO PT_DEM3 HERE NS_POSSUM,BYE(0.96) PT_LOC(0.85) ONE(0.69) HELLO(0.68) LOOK(0.68) OKAY(0.61) TWO(0.54) PT_DEM3(0.54) HERE(0.51) NS_POSSUM(0.47),THINK,False
video_7_46_signer_THINK_1,WATCH YES PT_PRO1PL SEE KNOW GO OKAY RIGHT LOOK,WATCH(0.83) YES(0.75) PT_PRO1PL(0.71) SEE(0.65) KNOW(0.62) GO(0.60) OKAY(0.59) RIGHT(0.53) LOOK(0.48),THINK,False
video_8_30_signer_THINK_1,BYE LOOK HELLO OKAY RIGHT NS_SKIP PT_PRO1PL,BYE(0.92) LOOK(0.60) HELLO(0.56) OKAY(0.53) RIGHT(0.52) NS_SKIP(0.48) PT_PRO1PL(0.46),THINK,False
video_8_31_signer_THINK_1,WATCH YES PT_PRO1PL KNOW SEE RIGHT BYE LOOK OKAY GO PT_PRO1,WATCH(0.82) YES(0.74) PT_PRO1PL(0.73) KNOW(0.65) SEE(0.64) RIGHT(0.56) BYE(0.53) LOOK(0.53) OKAY(0.53) GO(0.50) PT_PRO1(0.47),THINK,False
video_10_93_signer_THINK_1,YES LOOK WATCH OKAY GO PT_PRO1PL,YES(0.75) LOOK(0.73) WATCH(0.64) OKAY(0.58) GO(0.54) PT_PRO1PL(0.52),THINK,False
video_11_17_signer_THINK_1,BYE LOOK OKAY NS_SKIP,BYE(0.98) LOOK(0.83) OKAY(0.72) NS_SKIP(0.63),THINK,False
video_12_68_signer_THINK_1,WATCH OKAY OK PT_PRO1PL YES GO LOOK,WATCH(0.83) OKAY(0.69) OK(0.69) PT_PRO1PL(0.69) YES(0.64) GO(0.63) LOOK(0.62),THINK,False
video_13_45_signer_THINK_1,PT_PRO1PL WATCH GO SEE YES LOOK COME NS_SKIP PT_PRO1 KNOW OKAY CAN,PT_PRO1PL(0.79) WATCH(0.70) GO(0.68) SEE(0.64) YES(0.63) LOOK(0.59) COME(0.54) NS_SKIP(0.52) PT_PRO1(0.51) KNOW(0.49) OKAY(0.48) CAN(0.47),THINK,False
video_14_51_signer_THINK_1,PT_PRO1PL SEE COME GO WATCH YES PT_PRO3 CAN WILL PT_PRO1 HAVE KNOW LOOK RIGHT,PT_PRO1PL(0.77) SEE(0.69) COME(0.63) GO(0.62) WATCH(0.62) YES(0.60) PT_PRO3(0.55) CAN(0.55) WILL(0.54) PT_PRO1(0.54) HAVE(0.52) KNOW(0.52) LOOK(0.49) RIGHT(0.47),THINK,False
video_14_61_signer_THINK_1,BYE WATCH PT_PRO1PL OKAY LOOK YES KNOW GO NS_SKIP OK SEE RIGHT,BYE(0.85) WATCH(0.84) PT_PRO1PL(0.76) OKAY(0.68) LOOK(0.68) YES(0.66) KNOW(0.62) GO(0.62) NS_SKIP(0.54) OK(0.54) SEE(0.53) RIGHT(0.46),THINK,False
video_14_92_signer_THINK_1,BYE OKAY LOOK NS_SKIP GO,BYE(0.98) OKAY(0.86) LOOK(0.77) NS_SKIP(0.66) GO(0.46),THINK,False
video_16_25_signer_THINK_1,YES PT_PRO2 LOOK SEE GO RIGHT PT_PRO1PL CAN NS_POSSUM GREAT PT_DEM3,YES(0.72) PT_PRO2(0.62) LOOK(0.57) SEE(0.53) GO(0.51) RIGHT(0.50) PT_PRO1PL(0.49) CAN(0.49) NS_POSSUM(0.47) GREAT(0.47) PT_DEM3(0.46),THINK,False
video_16_28_signer_THINK_1,YES SEE LOOK BYE GO OKAY PT_PRO1PL NS_SKIP RIGHT PT_PRO2,YES(0.83) SEE(0.82) LOOK(0.80) BYE(0.72) GO(0.71) OKAY(0.65) PT_PRO1PL(0.61) NS_SKIP(0.57) RIGHT(0.51) PT_PRO2(0.48),THINK,False
video_16_93_signer_THINK_1,BYE LOOK OKAY NS_SKIP,BYE(0.99) LOOK(0.86) OKAY(0.85) NS_SKIP(0.61),THINK,False
video_16_183_signer_THINK_1,YES WATCH LOOK OKAY OK RIGHT,YES(0.85) WATCH(0.80) LOOK(0.64) OKAY(0.62) OK(0.50) RIGHT(0.49),THINK,False
video_17_46_signer_THINK_1,YES OKAY GREAT RIGHT WATCH WHAT PT_DEM3 PT_PRO3,YES(0.80) OKAY(0.58) GREAT(0.57) RIGHT(0.57) WATCH(0.54) WHAT(0.52) PT_DEM3(0.50) PT_PRO3(0.45),THINK,False
video_17_127_signer_THINK_1,BYE LOOK YES OKAY PT_PRO1PL NS_SKIP GO WATCH,BYE(0.92) LOOK(0.83) YES(0.71) OKAY(0.71) PT_PRO1PL(0.60) NS_SKIP(0.58) GO(0.56) WATCH(0.49),THINK,False
video_18_47_signer_THINK_1,KNOW SEE NS_POSSUM BUT NO LOOK WHAT YES HAVE GREAT PT_DEM3 PT_PRO2 RIGHT,KNOW(0.82) SEE(0.67) NS_POSSUM(0.62) BUT(0.58) NO(0.58) LOOK(0.57) WHAT(0.56) YES(0.55) HAVE(0.50) GREAT(0.50) PT_DEM3(0.50) PT_PRO2(0.48) RIGHT(0.46),THINK,False
video_18_137_signer_THINK_1,BYE OKAY LOOK NS_SKIP OK PT_PRO1PL GO YES,BYE(0.91) OKAY(0.79) LOOK(0.76) NS_SKIP(0.65) OK(0.63) PT_PRO1PL(0.60) GO(0.56) YES(0.55),THINK,False
video_18_154_signer_THINK_1,YES LOOK BYE RIGHT OKAY GREAT PT_PRO1PL,YES(0.77) LOOK(0.65) BYE(0.64) RIGHT(0.61) OKAY(0.61) GREAT(0.46) PT_PRO1PL(0.46),THINK,False
video_18_155_signer_THINK_1,ONE TWO BYE PT_LOC LOOK NS_POSSUM HELLO,ONE(0.85) TWO(0.84) BYE(0.78) PT_LOC(0.75) LOOK(0.61) NS_POSSUM(0.61) HELLO(0.52),THINK,False
video_19_28_signer_THINK_1,BYE HELLO LOOK,BYE(0.96) HELLO(0.67) LOOK(0.50),THINK,False
video_19_171_signer_THINK_1,WATCH PT_PRO1PL YES KNOW LOOK BYE GO SEE,WATCH(0.88) PT_PRO1PL(0.67) YES(0.61) KNOW(0.58) LOOK(0.54) BYE(0.54) GO(0.49) SEE(0.47),THINK,False
video_19_175_signer_THINK_1,WATCH OKAY YES GO PT_PRO1PL LOOK OK KNOW SEE,WATCH(0.95) OKAY(0.78) YES(0.69) GO(0.66) PT_PRO1PL(0.65) LOOK(0.59) OK(0.54) KNOW(0.53) SEE(0.52),THINK,False
video_20_37_signer_THINK_1,LOOK BYE YES,LOOK(0.65) BYE(0.53) YES(0.46),THINK,False
video_20_109_signer_THINK_1,HELLO BYE LOOK NS_POSSUM,HELLO(0.98) BYE(0.95) LOOK(0.58) NS_POSSUM(0.48),THINK,False
video_20_111_signer_THINK_1,YES LOOK BYE SEE PT_PRO1PL GO WATCH RIGHT,YES(0.66) LOOK(0.63) BYE(0.57) SEE(0.53) PT_PRO1PL(0.52) GO(0.49) WATCH(0.48) RIGHT(0.47),THINK,False
video_20_136_signer_THINK_1,ONE TWO PT_DEM3 PT_LOC WHAT GREAT,ONE(0.93) TWO(0.89) PT_DEM3(0.74) PT_LOC(0.72) WHAT(0.57) GREAT(0.49),THINK,False
video_22_104_signer_THINK_1,SEE YES PT_PRO1PL PT_PRO2 WATCH KNOW GO THANK-YOU PT_PRO3 LOOK NS_POSSUM COME BYE RIGHT,SEE(0.69) YES(0.67) PT_PRO1PL(0.62) PT_PRO2(0.59) WATCH(0.57) KNOW(0.56) GO(0.56) THANK-YOU(0.53) PT_PRO3(0.52) LOOK(0.51) NS_POSSUM(0.48) COME(0.47) BYE(0.45) RIGHT(0.45),THINK,False
video_22_140_signer_THINK_1,LOOK HELLO BYE,LOOK(0.84) HELLO(0.80) BYE(0.73),THINK,False
video_22_199_signer_THINK_1,BYE HELLO LOOK NS_SKIP,BYE(0.91) HELLO(0.62) LOOK(0.55) NS_SKIP(0.47),THINK,False
video_23_27_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_23_30_signer_THINK_1,LOOK WATCH,LOOK(0.84) WATCH(0.48),THINK,False
video_24_36_signer_THINK_1,BYE LOOK OKAY NS_SKIP,BYE(0.97) LOOK(0.76) OKAY(0.58) NS_SKIP(0.54),THINK,False
video_24_81_signer_THINK_1,WATCH BYE PT_PRO1PL YES KNOW RIGHT SEE GO LOOK,WATCH(0.81) BYE(0.74) PT_PRO1PL(0.69) YES(0.65) KNOW(0.61) RIGHT(0.54) SEE(0.53) GO(0.48) LOOK(0.47),THINK,False
video_24_140_signer_THINK_1,LOOK,LOOK(0.92),THINK,False
video_24_149_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_25_87_signer_THINK_1,LOOK YES SEE WATCH PT_PRO1PL KNOW GO PT_PRO2,LOOK(0.69) YES(0.68) SEE(0.62) WATCH(0.61) PT_PRO1PL(0.60) KNOW(0.60) GO(0.49) PT_PRO2(0.45),THINK,False
video_26_53_signer_THINK_1,BYE HELLO LOOK NS_SKIP,BYE(0.93) HELLO(0.93) LOOK(0.92) NS_SKIP(0.77),THINK,False
video_26_55_signer_THINK_1,BYE LOOK SEE PT_PRO1PL KNOW YES NS_SKIP RIGHT,BYE(0.94) LOOK(0.72) SEE(0.65) PT_PRO1PL(0.62) KNOW(0.58) YES(0.57) NS_SKIP(0.50) RIGHT(0.48),THINK,False
video_28_22_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_28_165_signer_THINK_1,LOOK YES BYE SEE,LOOK(0.76) YES(0.55) BYE(0.53) SEE(0.49),THINK,False
video_29_20_signer_THINK_1,LOOK BYE WATCH YES,LOOK(0.85) BYE(0.74) WATCH(0.50) YES(0.45),THINK,False
video_29_91_signer_THINK_1,LOOK OKAY WATCH,LOOK(0.90) OKAY(0.54) WATCH(0.46),THINK,False
video_29_117_signer_THINK_1,OKAY LOOK YES NS_SALLY,OKAY(0.85) LOOK(0.71) YES(0.66) NS_SALLY(0.53),THINK,False
video_29_162_signer_THINK_1,BYE LOOK,BYE(0.87) LOOK(0.60),THINK,False
video_30_9_signer_THINK_1,LOOK,LOOK(1.00),THINK,False
video_30_67_signer_THINK_1,YES OKAY WATCH LOOK RIGHT GO PT_PRO1PL,YES(0.86) OKAY(0.80) WATCH(0.80) LOOK(0.73) RIGHT(0.52) GO(0.52) PT_PRO1PL(0.48),THINK,False
video_31_57_signer_THINK_1,YES NS_POSSUM RIGHT PT_PRO3 WHAT GREAT SEE PT_PRO2 KNOW LOOK PT_DEM3,YES(0.91) NS_POSSUM(0.75) RIGHT(0.71) PT_PRO3(0.69) WHAT(0.64) GREAT(0.57) SEE(0.57) PT_PRO2(0.56) KNOW(0.55) LOOK(0.54) PT_DEM3(0.52),THINK,False
video_31_74_signer_THINK_1,OKAY LOOK YES NS_SALLY,OKAY(0.74) LOOK(0.71) YES(0.65) NS_SALLY(0.49),THINK,False
